Source,Target,Weight
Bacteroidaceae.Bacteroides,Erysipelotrichaceae.Clostridium,4.2863951842697094
Bacteroidaceae.Bacteroides,Enterobacteriaceae.Proteus,4.13504014884888
Bacteroidaceae.Bacteroides,Ruminococcaceae.Anaerotruncus,4.026983230085232
Clostridiaceae.,Rikenellaceae.,3.86716207420132
Enterobacteriaceae.Proteus,Rikenellaceae.,0.7580151608540606
Alcaligenaceae.Sutterella,Lachnospiraceae.Anaerostipes,0.5421022070496303
