ID,Label,Str,meanAbund
Faecalibacterium_prausnitzii,,4.938466635630759,0.06110082422930784
Haemophilus_haemolyticus,Haemophilus_haemolyticus,17.360771277064323,0.0026022146735382996
Escherichia_unclassified,,2.395842179477467,0.04185118829227992
Eggerthella_unclassified,Eggerthella_unclassified,8.888430894151057,0.09785851657963977
Streptococcus_australis,,2.196688382217015,0.001062981756401462
Akkermansia_muciniphila,Akkermansia_muciniphila,7.929451537873975,0.0493028661778617
Alistipes_unclassified,,2.1048620800473863,8.792165048379189e-4
Bacteroides_dorei,Bacteroides_dorei,12.04656234896558,0.035001905506252366
Erysipelotrichaceae_bacterium_6_1_45,,1.405565022715562,8.05269298274624e-4
Clostridium_difficile,,2.0958525823433294,6.086183816301294e-4
Dorea_formicigenerans,,1.4053559889876672,0.001270673243226174
Ruminococcus_sp_5_1_39BFAA,,1.3800866725615082,0.0017043492726076762
Eubacterium_eligens,,0.6318836153117066,0.007178489862796698
Alistipes_onderdonkii,,1.8700341007077257,0.0012851971620299915
Granulicatella_unclassified,,1.3618591569017722,0.0014270612532742524
Lachnospiraceae_bacterium_2_1_58FAA,,1.1560624343645303,0.002851676155149378
Anaerostipes_hadrus,,0.263008907857435,0.0034135803892935608
Enterococcus_faecium,,2.3326100071232534,8.818468991361901e-4
Dorea_unclassified,,0.9502300993702075,0.0020835810098838053
Bacteroides_thetaiotaomicron,,1.8587027747755334,0.003920992977730866
Clostridium_hathewayi,Clostridium_hathewayi,7.100372649091177,0.015608066076632876
Erysipelotrichaceae_bacterium_21_3,,0.12091810248221574,7.963500866430849e-4
Lachnospiraceae_bacterium_9_1_43BFAA,,0.045864821682720484,6.76646309822858e-4
Bacteroides_vulgatus,,1.2209908673405372,0.15656169186877175
Veillonella_parvula,,1.2209908673405372,0.2538774240903181
Eubacterium_rectale,,0.8897405172567842,0.005692948872213042
Enterococcus_casseliflavus,,0.1189765862091591,0.0019277251913954905
Anaerotruncus_unclassified,,1.4191064686776396,6.98182871917865e-4
Roseburia_intestinalis,,0.8592533824555617,0.00586206251168616
Haemophilus_paraphrohaemolyticus,,4.491806368907723,9.127137275670864e-4
Lactobacillus_casei_paracasei,,0.6352696789322811,0.007574110573534109
Clostridium_clostridioforme,,1.544517177166243,9.665129354191078e-4
Actinomyces_odontolyticus,,1.7348652130609916,5.350001958305296e-4
Lactococcus_lactis,,0.7194177904318498,0.0015358214447683835
Enterococcus_faecalis,,0.882580854351026,0.0035566158273402848
Eggerthella_lenta,,1.7415738613859266,0.006695124294545887
Oscillibacter_unclassified,,1.8662508969180613,0.0026477228036662324
Streptococcus_salivarius,,1.8662508969180613,0.003143125266229138
Collinsella_aerofaciens,,3.1180905275094437,0.006666928900063697
Bacteroides_cellulosilyticus,,2.6384090743519866,6.158900396986062e-4
Veillonella_unclassified,,2.0356996955784474,0.19903518297208303
Streptococcus_parasanguinis,,3.2206571012015965,0.00522947604390272
Actinobacillus_unclassified,,2.8331302362685573,0.0020936274707973566
