Status,Mogibacteriaceae.,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Varibaculum,Aerococcaceae.Aerococcus,Aerococcaceae.Facklamia,Alcaligenaceae.Sutterella,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.02d06,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Coriobacteriaceae.,Coriobacteriaceae.Adlercreutzia,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Proteus,Enterobacteriaceae.Raoultella,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Methylobacteriaceae.Methylobacterium,Microbacteriaceae.Agrococcus,Micrococcaceae.Rothia,Moraxellaceae.,Moraxellaceae.Acinetobacter,Mycoplasmataceae.Ureaplasma,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Rikenellaceae.Alistipes,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Sphingomonadaceae.Sphingomonas,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Mitsuokella,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.Stenotrophomonas
Cesarean,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,2.48544445875511e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,1.8640833440663327e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.320416720331663e-5,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,1.8640833440663327e-4,9.630103310661456e-6,9.630103310661456e-6,9.320416720331663e-5,0.3334534421977325,4.660208360165832e-4,6.213611146887775e-5,0.0031378736291783264,9.630103310661456e-6,0.0829517088109518,9.630103310661456e-6,2.48544445875511e-4,4.349527802821443e-4,3.1068055734438875e-5,2.1747639014107215e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.026376779318538608,0.4977102528657108,9.630103310661456e-6,3.1068055734438875e-5,9.320416720331663e-5,6.213611146887775e-5,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.001211654173643116,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,1.242722229377555e-4,6.213611146887775e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.417486130788277e-4,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,3.1068055734438875e-5,9.630103310661456e-6,9.630103310661456e-6,9.630103310661456e-6,0.05120015585035527,9.630103310661456e-6,9.630103310661456e-6
Cesarean,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,1.3424580560398067e-4,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,6.712290280199034e-5,0.5376544514439425,9.630660484705254e-6,0.0030205306260895643,9.630660484705254e-6,9.630660484705254e-6,2.6849161120796135e-4,9.630660484705254e-6,0.00792050253063486,9.630660484705254e-6,0.0015438267644457774,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.002483547403673642,9.630660484705254e-6,1.3424580560398067e-4,9.630660484705254e-6,0.013021843143586124,9.630660484705254e-6,6.712290280199034e-5,6.712290280199034e-5,9.630660484705254e-6,1.3424580560398067e-4,6.712290280199034e-5,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.007450642211020927,0.017519077631319473,0.009665698003486607,9.630660484705254e-6,6.04106125217913e-4,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.166666167657342,0.00409449707092141,9.630660484705254e-6,0.1485429839008046,9.630660484705254e-6,3.356145140099516e-4,0.011545139281942335,9.630660484705254e-6,9.630660484705254e-6,0.002483547403673642,0.005973938349377139,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.002483547403673642,9.630660484705254e-6,0.0015438267644457774,1.3424580560398067e-4,9.630660484705254e-6,6.712290280199034e-5,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.002886284820485584,0.001208212250435826,6.712290280199034e-5,0.0029534077232875743,0.014565669908031901,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,5.369832224159227e-4,1.3424580560398067e-4,9.630660484705254e-6,9.630660484705254e-6,6.712290280199034e-5,0.028325864982439917,9.630660484705254e-6,0.0028191619176835933,1.3424580560398067e-4,9.630660484705254e-6,9.630660484705254e-6
Vaginal,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.993447172647733e-5,9.993447172647733e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.2958060363103729,0.0034977065104267067,0.4534026982230277,9.993447172647733e-5,1.9986894345295467e-4,9.993447172647733e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,1.9986894345295467e-4,9.630196173002089e-6,2.99803415179432e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.0050966580580503445,9.630196173002089e-6,9.630196173002089e-6,3.9973788690590934e-4,9.630196173002089e-6,0.006895478549126936,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.013591088154800916,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.0012991481324442053,0.14370577034267443,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.017388598080407058,0.001199213660717728,9.630196173002089e-6,3.9973788690590934e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,0.02168578036464558,9.993447172647733e-5,1.9986894345295467e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,1.9986894345295467e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,1.9986894345295467e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,8.994102455382961e-4,9.630196173002089e-6,1.9986894345295467e-4,9.630196173002089e-6,9.993447172647733e-5,9.630196173002089e-6,2.99803415179432e-4,9.630196173002089e-6,4.996723586323868e-4,0.030679882820028544,9.630196173002089e-6
Vaginal,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,0.42443223532969154,7.979049417151739e-4,0.23793525361946485,9.630753347045886e-6,1.595809883430348e-4,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,1.595809883430348e-4,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.042922672771971e-4,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,1.595809883430348e-4,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,0.024362697553703308,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,9.630753347045886e-6,0.01856458831057305,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,5.3193662781011596e-5,0.035054623772686644,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,9.630753347045886e-6,0.002127746511240464,0.13032447381347842,9.630753347045886e-6,1.0638732556202319e-4,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,1.0638732556202319e-4,0.019202912263945188,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,0.0532468564437926,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,1.0638732556202319e-4,9.630753347045886e-6,1.0638732556202319e-4,1.0638732556202319e-4,5.31936627810116e-4,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,9.630753347045886e-6,2.1277465112404638e-4,5.3193662781011596e-5,1.0638732556202319e-4,9.630753347045886e-6,9.630753347045886e-6,5.3193662781011596e-5,1.0638732556202319e-4,9.630753347045886e-6,0.0015958098834303479,0.04803387749125347,9.630753347045886e-6
Vaginal,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,9.630660484705254e-6,1.153500576891544e-4,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.0725167362672484,0.29618049812651875,1.153500576891544e-4,0.1552227276303721,3.845001922971813e-5,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.0017687008845670342,9.630660484705254e-6,0.011535005768915441,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.07390093695951826,8.074504038240808e-4,9.630660484705254e-6,0.009112654557443199,2.6915013460802694e-4,0.027530213768478185,9.630660484705254e-6,9.630660484705254e-6,1.153500576891544e-4,9.630660484705254e-6,0.011804155903523468,9.630660484705254e-6,9.630660484705254e-6,2.307001153783088e-4,9.630660484705254e-6,0.003383601692215196,0.02641516321081636,9.630660484705254e-6,7.690003845943626e-5,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.02130131065326385,0.013188356595793321,9.630660484705254e-6,0.0076515538267139084,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.0012688506345806985,9.630660484705254e-6,0.0052676526344713846,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,0.010419955211253613,9.630660484705254e-6,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,0.1477634238998068,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,0.0016533508268778798,9.630660484705254e-6,0.0058828529421468745,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,7.690003845943626e-5,9.630660484705254e-6,9.630660484705254e-6,3.845001922971813e-5,9.630660484705254e-6,0.004498652249877022,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,9.630660484705254e-6,0.02495406248008707,0.06344253172903493,6.152003076754901e-4
Vaginal,7.857013937424983e-5,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,7.857013937424983e-5,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,7.857013937424983e-5,7.857013937424983e-5,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,0.4238859019240778,0.0025142444599759945,0.33997299307237905,1.5714027874849965e-4,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,5.499909756197488e-4,9.63084620938652e-6,1.5714027874849965e-4,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,1.5714027874849965e-4,9.63084620938652e-6,0.0011785520906137474,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,0.041013612753358415,9.63084620938652e-6,9.63084620938652e-6,1.5714027874849965e-4,9.63084620938652e-6,0.0030642354355957437,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,5.499909756197488e-4,5.499909756197488e-4,0.0234924716729007,4.71420836245499e-4,0.0020428236237304957,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,0.0035356562718412425,0.0756630442174026,9.63084620938652e-6,0.0044784979443322406,9.63084620938652e-6,7.857013937424983e-5,0.010371258397400978,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,4.71420836245499e-4,6.285611149939986e-4,9.63084620938652e-6,9.63084620938652e-6,2.357104181227495e-4,9.63084620938652e-6,9.63084620938652e-6,7.857013937424983e-5,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,3.928506968712492e-4,0.001492832648110747,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,1.5714027874849965e-4,1.5714027874849965e-4,7.857013937424983e-5,7.857013937424983e-5,9.63084620938652e-6,4.71420836245499e-4,0.0010999819512394976,9.63084620938652e-6,0.01814970219545171,0.006599891707436987,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,6.285611149939986e-4,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,7.857013937424983e-5,9.63084620938652e-6,9.63084620938652e-6,9.63084620938652e-6,0.03425658076717293,9.63084620938652e-6,9.63084620938652e-6
Vaginal,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.023214334795060274,0.3131659282157151,5.6897879399657546e-5,0.01485034652331062,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.008648477668747946,9.630289035342722e-6,0.002560404572984589,2.2759151759863019e-4,2.844893969982877e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.844893969982877e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,5.120809145969179e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,5.6897879399657546e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.00347077064337911,4.5518303519726037e-4,2.2759151759863019e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.056158206967462,0.008136396754151029,9.630289035342722e-6,0.0101847204125387,9.630289035342722e-6,0.027936858785231854,1.1379575879931509e-4,9.630289035342722e-6,0.0017069363819897264,0.014565857126312332,0.05109429570089248,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,1.7069363819897262e-4,3.4138727639794524e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.0867123682050781,9.630289035342722e-6,5.6897879399657546e-5,9.630289035342722e-6,0.005860481578164727,9.630289035342722e-6,0.05797893910825103,9.630289035342722e-6,0.24039354046355316,0.00347077064337911,0.04352687774073802,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,5.120809145969179e-4,9.630289035342722e-6,9.630289035342722e-6,0.011607167397530137,9.630289035342722e-6,9.630289035342722e-6,0.004494932472572946,5.6897879399657546e-5,0.00625876673396233,9.630289035342722e-6
Cesarean,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,1.926577836176088e-5,9.632889180880446e-6,1.926577836176088e-5,5.7797335085282644e-5,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,4.81644459044022e-5,0.0010981493666203704,9.632889180880446e-6,1.6375911607496748e-4,9.63288918088044e-6,2.8898667542641322e-5,9.632889180880446e-6,9.632889180880446e-6,5.7797335085282644e-5,9.632889180880446e-6,9.63288918088044e-5,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,9.632889180880446e-6,3.853155672352176e-5,6.743022426616309e-5,9.63288918088044e-6,9.632889180880446e-6,0.47973714698620773,8.669600262792397e-5,2.8898667542641322e-5,0.0052788232711224806,5.7797335085282644e-5,0.029197287107248615,9.632889180880446e-6,1.926577836176088e-5,0.055552871906137495,6.261377967572286e-4,0.004691217031088776,0.3072313675350008,1.926577836176088e-5,0.0013004400394188594,9.632889180880446e-6,9.63288918088044e-6,9.632889180880446e-6,5.87606240033707e-4,0.0010403520315350875,2.3118934034113057e-4,9.632889180880446e-6,0.05165155178788093,9.632889180880446e-6,5.7797335085282644e-5,9.63288918088044e-6,9.632889180880446e-6,2.8898667542641322e-5,1.0596178098968485e-4,7.706311344704352e-5,0.0030921574270626213,9.632889180880446e-6,5.7797335085282644e-5,9.632889180880446e-6,0.013765398639478149,4.527457915013807e-4,0.018678172121727177,9.632889180880446e-6,9.63288918088044e-6,9.632889180880446e-6,0.0022251974007833817,9.632889180880446e-6,1.926577836176088e-5,4.238471239587394e-4,9.632889180880446e-6,5.7797335085282644e-5,9.632889180880446e-6,1.926577836176088e-5,9.63288918088044e-6,8.669600262792397e-5,9.632889180880446e-6,1.6375911607496748e-4,9.632889180880446e-6,1.6375911607496748e-4,9.63288918088044e-6,4.81644459044022e-5,9.63288918088044e-6,9.632889180880446e-6,5.587075724910656e-4,9.63288918088044e-6,0.02018090283394452,9.632889180880446e-6,9.632889180880446e-6,9.63288918088044e-6,2.8898667542641322e-5,9.63288918088044e-6,9.63288918088044e-6,9.632889180880446e-6,1.1559467017056529e-4,5.7797335085282644e-5,9.63288918088044e-6
Cesarean,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.001694158756899176,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.4914099366164354e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,5.481101860556158e-4,9.630289035342722e-6,0.20703616573282577,9.630289035342722e-6,9.630289035342722e-6,2.4914099366164354e-4,9.630289035342722e-6,9.467357759142453e-4,9.96563974646574e-5,0.0911357754814292,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,7.474229809849305e-4,9.630289035342722e-6,9.630289035342722e-6,1.4948459619698612e-4,0.2812303536452632,2.9896919239397223e-4,9.630289035342722e-6,8.969075771819166e-4,4.98281987323287e-5,0.08366154567157988,9.630289035342722e-6,9.630289035342722e-6,3.487973911263009e-4,4.98281987323287e-5,0.00533161726435917,0.16154302029020964,9.630289035342722e-6,7.474229809849305e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.04036084097318624,1.993127949293148e-4,9.630289035342722e-6,9.96563974646574e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.009865983349001082,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.96563974646574e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,3.986255898586296e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.96563974646574e-5,9.630289035342722e-6,9.630289035342722e-6,4.98281987323287e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,4.98281987323287e-5,9.630289035342722e-6,9.96563974646574e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,4.98281987323287e-5,9.630289035342722e-6,4.98281987323287e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.0032886611163336944,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.0034879739112630087,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.10409110715183467,4.98281987323287e-5,9.630289035342722e-6
Cesarean,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,0.0035718440520843596,9.630939071727153e-6,9.630939071727153e-6,4.9608945167838333e-5,4.9608945167838333e-5,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,4.9608945167838333e-5,7.937431226854133e-4,9.630939071727153e-6,2.9765367100703e-4,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,0.20210684261377335,9.630939071727153e-6,0.06707129386691742,5.456983968462215e-4,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,0.6894651199426172,4.4648050651054495e-4,9.630939071727153e-6,0.007540559665511426,2.480447258391917e-4,0.005109721352287348,4.9608945167838333e-5,2.9765367100703e-4,0.0053081571329587005,0.00119061468402812,5.456983968462215e-4,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.921789033567667e-5,9.630939071727153e-6,0.0015874862453708267,3.4726261617486833e-4,9.630939071727153e-6,4.9608945167838333e-5,9.630939071727153e-6,1.48826835503515e-4,9.630939071727153e-6,4.9608945167838333e-5,9.630939071727153e-6,1.9843578067135333e-4,4.9608945167838333e-5,4.9608945167838333e-5,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,0.003125363545573815,4.9608945167838333e-5,9.921789033567667e-5,9.630939071727153e-6,9.630939071727153e-6,4.9608945167838333e-5,0.0015874862453708267,9.630939071727153e-6,9.630939071727153e-6,4.9608945167838333e-5,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.921789033567667e-5,9.630939071727153e-6,4.9608945167838333e-5,9.630939071727153e-6,8.433520678532516e-4,9.630939071727153e-6,9.921789033567667e-5,9.630939071727153e-6,4.9608945167838333e-5,9.630939071727153e-6,9.630939071727153e-6,0.0043159782296019345,9.630939071727153e-6,0.0014386594098673116,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,9.630939071727153e-6,1.48826835503515e-4,9.921789033567667e-5,9.630939071727153e-6
