Status,Mogibacteriaceae.,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Varibaculum,Aerococcaceae.Aerococcus,Aerococcaceae.Facklamia,Alcaligenaceae.Sutterella,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.02d06,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Coriobacteriaceae.,Coriobacteriaceae.Adlercreutzia,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Proteus,Enterobacteriaceae.Raoultella,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Methylobacteriaceae.Methylobacterium,Microbacteriaceae.Agrococcus,Micrococcaceae.Rothia,Moraxellaceae.,Moraxellaceae.Acinetobacter,Mycoplasmataceae.Ureaplasma,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Rikenellaceae.Alistipes,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Sphingomonadaceae.Sphingomonas,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Mitsuokella,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.Stenotrophomonas
Vaginal,9.631310521089685e-6,0.016190755418917572,3.864142104753597e-5,1.9320710523767985e-4,9.631310521089685e-6,8.501112630457913e-4,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,7.728284209507195e-5,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,0.35909472579475177,1.9320710523767985e-4,0.31334328327446914,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,9.631310521089685e-6,2.3184852628521579e-4,9.631310521089685e-6,0.002704899473327518,9.631310521089685e-6,9.631310521089685e-6,0.007032738630651546,9.631310521089685e-6,9.631310521089685e-6,0.006878172946461402,1.9320710523767985e-4,3.864142104753597e-5,0.010201335156549496,3.864142104753597e-5,0.08099241851563539,9.631310521089685e-6,9.631310521089685e-6,1.9320710523767985e-4,9.631310521089685e-6,7.728284209507195e-5,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,1.1592426314260789e-4,0.0037095764205634526,7.728284209507195e-5,0.0010046769472359352,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,1.9320710523767985e-4,3.091313683802878e-4,9.631310521089685e-6,3.864142104753597e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,7.728284209507195e-5,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,9.631310521089685e-6,1.9320710523767985e-4,9.631310521089685e-6,9.631310521089685e-6,5.409798946655036e-4,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,1.1592426314260789e-4,0.12133406208926294,9.631310521089685e-6,3.864142104753597e-5,9.631310521089685e-6,0.022102892839190574,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,3.864142104753597e-5,3.864142104753597e-5,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,9.631310521089685e-6,4.2505563152289564e-4,9.631310521089685e-6,0.0058734959992254665,9.631310521089685e-6,3.864142104753597e-5,0.04277605309962232,0.0013910911577112949,9.631310521089685e-6,1.9320710523767985e-4,7.728284209507195e-5,9.631310521089685e-6
Vaginal,3.1543090364838914e-4,0.0061509026211435894,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,1.2617236145935566e-4,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,0.009179039296168125,0.39643355970529554,9.632053419814748e-6,0.018610423315254962,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,1.8925854218903348e-4,0.0023657317773629187,9.632053419814748e-6,0.004037515566699381,9.632053419814748e-6,3.1543090364838916e-5,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,3.7851708437806696e-4,1.2617236145935566e-4,9.632053419814748e-6,0.004005972476334543,3.1543090364838916e-5,9.462927109451674e-5,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,0.0016717837893364625,0.0203452932853211,0.0010093788916748453,2.838878132835503e-4,2.838878132835503e-4,9.632053419814748e-6,3.1543090364838916e-5,0.07352694364043952,0.0017348699700661403,6.308618072967783e-5,0.015235312646217197,9.632053419814748e-6,0.011891745067544273,6.308618072967783e-5,9.632053419814748e-6,9.632053419814748e-6,0.00965218565164071,0.010377676730032002,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,5.046894458374226e-4,4.7314635547258374e-4,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,0.05857551880750586,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,0.037977880799266055,9.632053419814748e-6,0.03170080581666311,5.046894458374226e-4,0.19663962533440582,0.019115112761092384,0.05551583904211649,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,1.2617236145935566e-4,5.677756265671006e-4,6.308618072967783e-4,9.632053419814748e-6,9.632053419814748e-6,3.1543090364838916e-5,9.632053419814748e-6,9.632053419814748e-6,9.632053419814748e-6,0.0013248097953232343,0.007254910783912951,9.632053419814748e-6
Cesarean,9.631589108111583e-6,3.23448841437803e-5,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,3.23448841437803e-5,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.70346524313409e-4,9.631589108111583e-6,1.617244207189015e-4,9.631589108111583e-6,2.2641418900646207e-4,6.46897682875606e-5,9.631589108111583e-6,0.0172398232486349,9.631589108111583e-6,0.047773393880363495,9.631589108111583e-6,3.23448841437803e-5,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,0.08616677135903072,6.46897682875606e-5,1.9406930486268179e-4,3.23448841437803e-4,3.23448841437803e-5,1.293795365751212e-4,0.0030404191095153477,9.631589108111583e-6,2.587590731502424e-4,9.631589108111583e-6,0.0047546979691357035,0.09489989007785138,0.0658541841167367,3.5579372558158334e-4,9.631589108111583e-6,9.631589108111583e-6,3.23448841437803e-4,3.23448841437803e-5,0.09839313756537967,0.26891536677138944,9.631589108111583e-6,1.293795365751212e-4,3.23448841437803e-5,9.703465243134089e-5,0.23081309325001623,9.631589108111583e-6,9.631589108111583e-6,2.2641418900646207e-4,9.703465243134089e-5,3.23448841437803e-5,9.631589108111583e-6,1.617244207189015e-4,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,6.46897682875606e-5,9.631589108111583e-6,3.23448841437803e-5,1.617244207189015e-4,0.003719661676534734,0.006727735901906302,0.015913682998739905,3.23448841437803e-5,9.631589108111583e-6,9.703465243134089e-5,9.631589108111583e-6,6.46897682875606e-5,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,1.9406930486268179e-4,9.631589108111583e-6,1.9406930486268179e-4,0.008927188023683362,6.46897682875606e-4,9.631589108111583e-6,6.46897682875606e-5,9.631589108111583e-6,9.631589108111583e-6,0.006404287060468499,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,9.631589108111583e-6,0.03425323230826334,1.293795365751212e-4,9.631589108111583e-6
Vaginal,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,3.011435037712138e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.0018068610226272827,1.505717518856069e-4,0.04712895834019497,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.02981320687335017,9.630196173002089e-6,6.022870075424276e-4,1.505717518856069e-4,0.0034631502933689592,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.008130874601822774,9.630196173002089e-6,9.630196173002089e-6,1.505717518856069e-4,0.15403490217897586,9.630196173002089e-6,9.630196173002089e-6,6.022870075424276e-4,9.630196173002089e-6,0.0024091480301697103,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.09184876865022021,0.022585762782841034,0.08416960930405426,4.517152556568207e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.1549383326902895,0.08974076412382172,9.630196173002089e-6,0.03523378994123201,9.630196173002089e-6,0.0010540022631992483,0.06745614484475189,0.06715500134098067,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,1.505717518856069e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,6.022870075424276e-4,0.015659462196103115,9.630196173002089e-6,9.630196173002089e-6,9.034305113136414e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.024543195557353927,9.630196173002089e-6,1.505717518856069e-4,0.05932527024292912,0.03177063964786306,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,7.528587594280346e-4,1.505717518856069e-4,9.630196173002089e-6,9.630196173002089e-6,3.011435037712138e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.001656289270741676,9.630196173002089e-6,9.630196173002089e-6
Vaginal,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,0.4948049589684391,9.62991758598019e-6,0.13190890493826873,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,0.011725235994512775,9.62991758598019e-6,0.00911962799573216,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,4.5598139978660795e-4,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,0.053610384574911185,9.62991758598019e-6,6.514019996951542e-5,0.0013028039993903083,9.62991758598019e-6,0.010748132994970044,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,3.257009998475771e-4,0.18297882171436883,9.62991758598019e-6,5.862617997256388e-4,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,0.023971593588781672,0.008924207395823613,6.514019996951542e-5,0.016871311792104497,9.62991758598019e-6,9.62991758598019e-6,0.0011725235994512776,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,1.3028039993903085e-4,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,3.908411998170925e-4,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,1.3028039993903085e-4,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,9.62991758598019e-6,9.62991758598019e-6,0.012050936994360353,0.0010422431995122468,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,0.0018239255991464318,9.62991758598019e-6,9.62991758598019e-6,9.62991758598019e-6,6.514019996951542e-5,6.514019996951542e-5,9.62991758598019e-6,9.62991758598019e-6,0.03458944618381269,9.62991758598019e-6,9.62991758598019e-6
Vaginal,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.011136489868852224,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.002359776663660137,9.630196173002089e-6,7.865922212200454e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.12929092141422116,9.630196173002089e-6,0.006582534903894065,4.139959059052872e-5,0.0066653340850751225,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.054647459579497897,9.630196173002089e-6,9.630196173002089e-6,0.007493325896885697,1.6559836236211488e-4,0.33248011203253613,9.630196173002089e-6,9.630196173002089e-6,0.0012419877177158613,4.139959059052872e-5,0.012378477586568085,8.279918118105744e-5,4.139959059052872e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,8.279918118105744e-5,8.279918118105744e-5,2.0699795295264355e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.013868862847827118,9.630196173002089e-6,9.630196173002089e-6,4.139959059052872e-5,9.630196173002089e-6,4.139959059052872e-5,8.279918118105742e-4,9.630196173002089e-6,9.630196173002089e-6,0.003725963153147584,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,2.89797134133701e-4,9.630196173002089e-6,0.032912674519470324,2.0699795295264355e-4,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,4.139959059052872e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,0.37193392186531,8.279918118105744e-5,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,4.139959059052871e-4,9.630196173002089e-6,0.008528315661648916,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,9.630196173002089e-6,1.6559836236211488e-4,9.630196173002089e-6,4.139959059052872e-5,4.139959059052871e-4,9.630196173002089e-6,9.630196173002089e-6
Vaginal,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,6.261754796888328e-5,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,0.00381967042610188,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,6.261754796888328e-5,5.009403837510663e-4,3.130877398444164e-5,0.13929273545678086,9.631403383430318e-6,5.322491577355079e-4,0.00172198256914429,9.631403383430318e-6,0.1398562933885008,9.631403383430318e-6,0.1035381155665485,3.130877398444164e-5,9.631403383430318e-6,6.261754796888328e-5,9.631403383430318e-6,0.0029117159805530724,9.631403383430318e-6,0.0014715123772687572,1.8785264390664983e-4,0.00610521092696612,6.261754796888328e-5,0.07858502270094851,9.631403383430318e-6,9.631403383430318e-6,6.261754796888328e-4,9.631403383430318e-6,5.009403837510663e-4,9.631403383430318e-6,3.130877398444164e-5,5.009403837510663e-4,1.2523509593776656e-4,3.130877398444164e-4,3.130877398444164e-5,6.261754796888328e-5,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,0.04442715028392268,2.191614178910915e-4,9.631403383430318e-6,1.2523509593776656e-4,9.631403383430318e-6,9.631403383430318e-6,0.0028490984325841894,9.631403383430318e-6,9.631403383430318e-6,3.130877398444164e-5,9.631403383430318e-6,9.631403383430318e-6,3.130877398444164e-5,9.631403383430318e-6,9.631403383430318e-6,0.007827193496110411,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,3.130877398444164e-5,9.631403383430318e-6,0.018660029294727216,3.130877398444164e-5,9.631403383430318e-6,3.130877398444164e-5,9.631403383430318e-6,0.38512922878261663,9.631403383430318e-6,7.514105756265993e-4,9.631403383430318e-6,6.261754796888328e-5,9.631403383430318e-6,9.392632195332492e-5,9.631403383430318e-6,3.130877398444164e-5,6.261754796888328e-5,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,3.44396513828858e-4,3.130877398444164e-5,0.01847217665082057,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,2.817789658599748e-4,9.631403383430318e-6,9.631403383430318e-6,9.631403383430318e-6,0.038916806062660965,9.631403383430318e-6,9.631403383430318e-6
Vaginal,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,1.0510668424227865e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.8904338166626625e-4,7.883001318170898e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.26195213380281895,6.569167765142416e-4,0.5717015322648141,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,1.5766002636341796e-4,9.630289035342722e-6,2.102133684845573e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,5.2553342121139324e-5,9.630289035342722e-6,9.630289035342722e-6,0.0016554302768158884,5.2553342121139324e-5,0.053210258897653566,9.630289035342722e-6,9.630289035342722e-6,7.883001318170898e-5,9.630289035342722e-6,1.0510668424227865e-4,9.630289035342722e-6,9.630289035342722e-6,2.6276671060569662e-5,9.630289035342722e-6,0.0015503235925736101,7.883001318170898e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.02010165336133579,7.883001318170898e-5,9.630289035342722e-6,5.2553342121139324e-5,9.630289035342722e-6,9.630289035342722e-6,2.6276671060569662e-5,2.6276671060569662e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,0.004414480738175703,7.883001318170898e-5,9.630289035342722e-6,5.2553342121139324e-5,2.6276671060569662e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.6276671060569662e-5,9.630289035342722e-6,9.630289035342722e-6,0.07772639299716505,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,1.5766002636341796e-4,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.6276671060569662e-5,9.630289035342722e-6,3.1532005272683593e-4,9.630289035342722e-6,9.630289035342722e-6,5.2553342121139324e-5,9.630289035342722e-6,0.003783840632722031,9.630289035342722e-6,9.630289035342722e-6,2.6276671060569662e-5,9.630289035342722e-6,9.630289035342722e-6,9.630289035342722e-6,2.3649003954512695e-4,1.8393669742398764e-4,9.630289035342722e-6,9.630289035342722e-6
Vaginal,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,1.2668453993732132e-5,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,0.3863498414468488,7.60107239623928e-5,0.04542907602152342,1.2668453993732132e-5,2.5336907987464265e-5,2.5336907987464265e-5,9.632332006836647e-6,0.003711857020163515,9.632332006836647e-6,0.00154555138723532,1.2668453993732132e-5,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,1.2668453993732132e-4,9.632332006836647e-6,0.0027870598786210693,2.1536371789344623e-4,0.34625418455668666,3.80053619811964e-5,9.632332006836647e-6,3.4204825783076755e-4,3.80053619811964e-5,0.0037878677441259075,4.433958897806246e-4,9.632332006836647e-6,1.7735835591224983e-4,1.7735835591224983e-4,4.8140125176182103e-4,0.0018369258290911591,3.6738516581823183e-4,1.2668453993732132e-5,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,9.632332006836647e-6,0.03360940844537135,0.007917783746082584,9.632332006836647e-6,0.006942312788565209,2.5336907987464265e-5,1.2668453993732132e-5,9.881394115111063e-4,9.632332006836647e-6,9.632332006836647e-6,3.80053619811964e-5,9.632332006836647e-6,8.867917795612492e-5,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,2.5336907987464265e-5,9.632332006836647e-6,3.80053619811964e-5,9.632332006836647e-6,9.632332006836647e-6,1.2668453993732132e-5,1.6468990191851772e-4,8.867917795612492e-5,6.71428061667803e-4,9.632332006836647e-6,9.632332006836647e-6,0.11424411811547637,1.2668453993732132e-5,2.5336907987464265e-5,9.632332006836647e-6,1.1401608594358917e-4,9.632332006836647e-6,7.60107239623928e-5,1.2668453993732132e-5,0.004345279719850122,0.0012795138533669454,3.167113498433033e-4,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,0.001988947277015945,9.632332006836647e-6,9.632332006836647e-6,9.632332006836647e-6,2.5336907987464265e-5,9.632332006836647e-6,9.632332006836647e-6,7.221018776427316e-4,0.031367092088480764,6.334226996866066e-5,9.632332006836647e-6
Cesarean,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,2.6334943828502537e-4,1.7556629219001694e-4,8.778314609500847e-5,9.631681970452217e-6,9.631681970452217e-6,8.778314609500847e-5,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,0.016327665173671575,0.5819144754638111,9.631681970452217e-6,0.0011411808992351099,9.631681970452217e-6,8.778314609500847e-5,1.7556629219001694e-4,9.631681970452217e-6,0.02115573820889704,9.631681970452217e-6,0.009568362924355922,9.631681970452217e-6,9.631681970452217e-6,1.7556629219001694e-4,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,2.6334943828502537e-4,9.631681970452217e-6,9.631681970452217e-6,8.778314609500847e-5,0.12026291015016158,9.631681970452217e-6,9.631681970452217e-6,0.002106795506280203,8.778314609500847e-5,0.013518604498631301,9.631681970452217e-6,9.631681970452217e-6,0.005003639327415483,1.7556629219001694e-4,0.0015800966297101523,0.006232603372745601,0.0035991089898953473,2.6334943828502537e-4,0.0014045303375201355,9.631681970452217e-6,9.631681970452217e-6,8.778314609500847e-5,0.10920223374219053,0.053108803387480114,9.631681970452217e-6,1.7556629219001694e-4,9.631681970452217e-6,8.778314609500847e-5,0.010709543823591032,9.631681970452217e-6,9.631681970452217e-6,8.778314609500847e-5,9.631681970452217e-6,5.266988765700507e-4,8.778314609500847e-5,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,1.7556629219001694e-4,8.778314609500847e-5,9.631681970452217e-6,9.631681970452217e-6,0.002457928090660237,7.022651687600678e-4,0.007110434833695685,9.631681970452217e-6,0.0017556629219001691,9.631681970452217e-6,8.778314609500847e-5,8.778314609500847e-5,3.511325843800339e-4,9.631681970452217e-6,9.631681970452217e-6,0.0013167471914251269,4.389157304750423e-4,9.631681970452217e-6,0.0070226516876006765,9.631681970452217e-6,8.778314609500847e-5,9.631681970452217e-6,9.631681970452217e-6,6.144820226650592e-4,6.144820226650592e-4,9.631681970452217e-6,9.631681970452217e-6,0.0070226516876006765,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,9.631681970452217e-6,0.00974392921654594,9.631681970452217e-6,9.631681970452217e-6
Vaginal,4.3601386078319317e-5,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,4.3601386078319317e-5,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,6.540207911747899e-5,0.37274824958355185,9.631867695133482e-6,0.021604486801807224,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,0.02474378659944621,9.631867695133482e-6,0.003749719202735461,3.270103955873949e-4,6.540207911747899e-5,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,4.3601386078319317e-5,9.631867695133482e-6,0.0011118353449971429,9.631867695133482e-6,0.00830606404791983,9.631867695133482e-6,9.631867695133482e-6,1.0900346519579829e-4,9.631867695133482e-6,6.540207911747898e-4,9.631867695133482e-6,9.631867695133482e-6,4.3601386078319317e-5,6.540207911747899e-5,4.3601386078319317e-5,0.006758214842139495,2.1800693039159658e-5,6.540207911747899e-5,9.631867695133482e-6,9.631867695133482e-6,6.540207911747899e-5,4.3601386078319317e-5,0.0827336300836109,0.0037715198957746212,9.631867695133482e-6,1.7440554431327727e-4,9.631867695133482e-6,2.1800693039159658e-5,0.007455837019392604,2.1800693039159658e-5,2.1800693039159658e-5,1.526048512741176e-4,0.01901020433014722,4.3601386078319317e-5,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,5.886187120573109e-4,7.630242563705881e-4,0.0374535906412763,3.4881108862655453e-4,1.7440554431327727e-4,2.1800693039159658e-5,9.631867695133482e-6,1.3080415823495798e-4,9.631867695133482e-6,2.1800693039159658e-5,9.631867695133482e-6,1.0900346519579829e-4,9.631867695133482e-6,0.003793320588813781,9.631867695133482e-6,0.21231694950837593,2.1800693039159658e-5,0.0010682339589188235,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,9.631867695133482e-6,4.5781455382235285e-4,3.270103955873949e-4,2.1800693039159658e-5,0.040091474499014616,4.3601386078319317e-5,9.631867695133482e-6,2.1800693039159658e-5,9.631867695133482e-6,0.1471110766282494,5.014159399006722e-4,9.631867695133482e-6
