Status,Barnesiellaceae.,Mogibacteriaceae.,Mogibacteriaceae.Mogibacterium,Odoribacteraceae.Odoribacter,Tissierellaceae.1.68,Tissierellaceae.Anaerococcus,Tissierellaceae.Finegoldia,Tissierellaceae.Peptoniphilus,Tissierellaceae.ph2,Tissierellaceae.WAL_1855D,Actinomycetaceae.Actinomyces,Actinomycetaceae.Mobiluncus,Actinomycetaceae.Varibaculum,Aerococcaceae.Aerococcus,Aerococcaceae.Facklamia,Alcaligenaceae.Sutterella,Bacillaceae.Bacillus,Bacteroidaceae.Bacteroides,Bifidobacteriaceae.,Bifidobacteriaceae.Bifidobacterium,Bifidobacteriaceae.Gardnerella,Bifidobacteriaceae.Scardovia,Campylobacteraceae.Campylobacter,Carnobacteriaceae.Granulicatella,Christensenellaceae.,Clostridiaceae.,Clostridiaceae.02d06,Clostridiaceae.Clostridium,Clostridiaceae.Sarcina,Clostridiaceae.SMB53,Comamonadaceae.,Coriobacteriaceae.,Coriobacteriaceae.Adlercreutzia,Coriobacteriaceae.Atopobium,Coriobacteriaceae.Collinsella,Coriobacteriaceae.Eggerthella,Corynebacteriaceae.Corynebacterium,Desulfovibrionaceae.Bilophila,Desulfovibrionaceae.Desulfovibrio,Enterobacteriaceae.,Enterobacteriaceae.Aquamonas,Enterobacteriaceae.Citrobacter,Enterobacteriaceae.Enterobacter,Enterobacteriaceae.Erwinia,Enterobacteriaceae.Klebsiella,Enterobacteriaceae.Morganella,Enterobacteriaceae.Pantoea,Enterobacteriaceae.Proteus,Enterobacteriaceae.Salmonella,Enterobacteriaceae.Serratia,Enterococcaceae.Enterococcus,Erysipelotrichaceae.,Erysipelotrichaceae.Eubacterium.,Erysipelotrichaceae.Bulleidia,Erysipelotrichaceae.Clostridium,Erysipelotrichaceae.Coprobacillus,Erysipelotrichaceae.Holdemania,Fusobacteriaceae.Fusobacterium,Gemellaceae.,Lachnospiraceae.,Lachnospiraceae.Ruminococcus.,Lachnospiraceae.Anaerostipes,Lachnospiraceae.Blautia,Lachnospiraceae.Clostridium,Lachnospiraceae.Coprococcus,Lachnospiraceae.Dorea,Lachnospiraceae.Epulopiscium,Lachnospiraceae.Lachnobacterium,Lachnospiraceae.Lachnospira,Lachnospiraceae.Roseburia,Lactobacillaceae.Lactobacillus,Listeriaceae.Listeria,Micrococcaceae.Rothia,Moraxellaceae.,Moraxellaceae.Acinetobacter,Pasteurellaceae.,Pasteurellaceae.Aggregatibacter,Pasteurellaceae.Haemophilus,Peptococcaceae.Peptococcus,Peptostreptococcaceae.,Peptostreptococcaceae.Clostridium.,Planococcaceae.,Porphyromonadaceae.Dysgonomonas,Porphyromonadaceae.Parabacteroides,Porphyromonadaceae.Porphyromonas,Prevotellaceae.Prevotella,Pseudomonadaceae.,Pseudomonadaceae.Pseudomonas,Rikenellaceae.,Ruminococcaceae.,Ruminococcaceae.Anaerotruncus,Ruminococcaceae.Faecalibacterium,Ruminococcaceae.Oscillospira,Ruminococcaceae.Ruminococcus,S24.7.,Sphingomonadaceae.Sphingomonas,Staphylococcaceae.Staphylococcus,Streptococcaceae.Lactococcus,Streptococcaceae.Streptococcus,Turicibacteraceae.Turicibacter,Veillonellaceae.,Veillonellaceae.Acidaminococcus,Veillonellaceae.Dialister,Veillonellaceae.Megasphaera,Veillonellaceae.Phascolarctobacterium,Veillonellaceae.Veillonella,Verrucomicrobiaceae.Akkermansia,Xanthomonadaceae.,Xanthomonadaceae.Stenotrophomonas
Cesarean,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,1.730160287387257e-4,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.8836004789787615e-5,3.1719605268766375e-4,1.730160287387257e-4,0.6005386357521169,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,1.1534401915915046e-4,2.079042272025715e-5,0.0030854525125072743,2.079042272025715e-5,0.1492551607919407,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,0.12774350121875913,2.8836004789787615e-5,0.008650801436936285,0.0028259284693991863,5.767200957957523e-5,0.0010669321772221417,0.0022203723688136467,2.079042272025715e-5,0.006199741029804337,6.343921053753275e-4,0.003171960526876637,8.650801436936286e-5,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,5.767200957957523e-5,1.1534401915915046e-4,2.0185203352851328e-4,2.079042272025715e-5,5.767200957957523e-5,0.006632281101651151,8.650801436936286e-5,2.079042272025715e-5,0.03737146220756475,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,1.1534401915915046e-4,2.079042272025715e-5,5.767200957957523e-5,2.3068803831830092e-4,0.0019896843304953453,2.079042272025715e-5,4.325400718468142e-4,0.0025087324167115226,2.079042272025715e-5,0.0014418002394893808,0.03192145730229489,5.767200957957523e-5,2.079042272025715e-5,8.650801436936286e-5,2.079042272025715e-5,2.079042272025715e-5,5.767200957957523e-5,2.079042272025715e-5,8.650801436936286e-5,2.079042272025715e-5,2.079042272025715e-5,2.8836004789787615e-5,5.767200957957523e-5,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5,2.3068803831830092e-4,2.079042272025715e-5,0.003027780502927699,2.8836004789787615e-5,2.079042272025715e-5,2.8836004789787615e-5,2.079042272025715e-5,1.1534401915915046e-4,2.079042272025715e-5,0.005248152871741346,2.079042272025715e-5,2.079042272025715e-5,2.079042272025715e-5
Cesarean,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,5.012874417153397e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.8798279064325234e-4,0.6677775332950469,2.0780457113217867e-5,0.02838540138713111,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,0.014662657670173683,2.0780457113217867e-5,0.11980769856996618,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,6.266093021441746e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,3.1330465107208723e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,0.04987810045067629,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,6.266093021441746e-5,2.506437208576698e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,6.266093021441746e-5,6.266093021441746e-5,6.266093021441746e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.253218604288349e-4,0.06479140184170765,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.8798279064325234e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.253218604288349e-4,0.0010025748834306793,2.0780457113217867e-5,6.266093021441745e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.8798279064325234e-4,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,6.266093021441746e-5,2.0780457113217867e-5,6.266093021441746e-5,2.0780457113217867e-5,2.0780457113217867e-5,1.253218604288349e-4,6.266093021441746e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,0.001253218604288349,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,0.012657507903312324,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5,0.03496479905964494,2.0780457113217867e-5,2.0780457113217867e-5,2.0780457113217867e-5
Cesarean,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,1.0350393156703792e-4,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,3.1051179470111375e-4,2.0700786313407584e-4,0.7532498619791186,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,4.657676920516707e-4,2.0788689571206842e-5,0.001552558973505569,2.0788689571206842e-5,0.013610767001065487,1.0350393156703792e-4,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,1.0350393156703792e-4,0.15949955854480544,5.175196578351896e-5,0.011747696232858805,9.315353841033414e-4,1.5525589735055687e-4,3.6226376048463277e-4,2.0788689571206842e-5,2.0788689571206842e-5,4.657676920516707e-4,8.280314525363034e-4,1.0350393156703792e-4,0.002794606152310024,2.0788689571206842e-5,2.0788689571206842e-5,1.0350393156703792e-4,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,1.0350393156703792e-4,2.5875982891759484e-4,0.0011902952130209362,5.175196578351896e-5,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,2.5875982891759484e-4,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,0.0023805904260418725,1.0350393156703792e-4,2.5875982891759484e-4,1.5525589735055687e-4,0.0019665746997737208,2.0788689571206842e-5,2.0788689571206842e-5,4.657676920516707e-4,2.0788689571206842e-5,5.175196578351896e-5,3.6226376048463277e-4,7.245275209692655e-4,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,5.175196578351896e-5,5.175196578351896e-5,2.0788689571206842e-5,2.0788689571206842e-5,5.175196578351896e-5,2.0788689571206842e-5,0.013766022898416046,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5,0.029291612633471735,2.0788689571206842e-5,2.0788689571206842e-5,2.0788689571206842e-5
Cesarean,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,8.209010879382013e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.23145306174417588,2.078695642215653e-5,0.01883967996818172,2.078695642215653e-5,2.078695642215653e-5,8.209010879382013e-5,4.104505439691006e-5,2.078695642215653e-5,0.007264974628253082,2.078695642215653e-5,0.0013955318494949423,8.209010879382013e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.002503748318211514,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.007634380117825273,2.078695642215653e-5,2.462703263814604e-4,1.231351631907302e-4,2.078695642215653e-5,4.104505439691006e-5,2.078695642215653e-5,2.078695642215653e-5,2.462703263814604e-4,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.05142945315932831,0.0016418021758764026,2.078695642215653e-5,6.15675815953651e-4,2.078695642215653e-5,2.078695642215653e-5,4.104505439691006e-5,4.104505439691006e-5,0.25070319225632665,0.03509352150935811,2.078695642215653e-5,0.021261338177599412,2.078695642215653e-5,0.003447784569340445,0.03119424134165165,2.462703263814604e-4,2.078695642215653e-5,0.022985230462269638,0.002421658209417694,2.078695642215653e-5,4.104505439691006e-5,1.6418021758764025e-4,2.078695642215653e-5,1.231351631907302e-4,2.078695642215653e-5,2.078695642215653e-5,0.01777250855386206,2.078695642215653e-5,8.619461423351113e-4,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,1.231351631907302e-4,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,4.104505439691006e-5,4.104505439691006e-5,0.0175262382274806,4.104505439691006e-5,0.2504979669843422,0.014201588821330883,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.0016007571214794927,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5,0.0010671714143196617,4.104505439691006e-5,2.078695642215653e-5,0.0033246494061497153,2.078695642215653e-5,2.078695642215653e-5,2.078695642215653e-5
Cesarean,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.001531045570953101,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,4.503075208685591e-5,4.503075208685591e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.021614761001690838,2.0787389709419106e-5,0.1502225889617513,2.0787389709419106e-5,0.03030569615445403,2.0787389709419106e-5,2.0787389709419106e-5,4.503075208685591e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.008195596879807776,2.0787389709419106e-5,0.007700258606852361,9.006150417371182e-5,2.701845125211354e-4,2.0787389709419106e-5,1.8012300834742363e-4,2.0787389709419106e-5,2.0787389709419106e-5,0.004277921448251312,2.0787389709419106e-5,2.0787389709419106e-5,0.0026568143731244987,2.0787389709419106e-5,0.03611466317365844,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.010357072979976858,0.0012608610584319655,2.0787389709419106e-5,2.0787389709419106e-5,9.006150417371182e-5,2.0787389709419106e-5,2.0787389709419106e-5,4.503075208685591e-5,0.21794884010038262,0.0037825831752958967,7.655227854765505e-4,0.009186273425718606,2.0787389709419106e-5,0.0023866298606033632,0.001440984066779389,2.0787389709419106e-5,2.0787389709419106e-5,0.018687762116045205,0.051965487908231724,9.006150417371182e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.0032422141502536257,2.0787389709419106e-5,0.001531045570953101,0.003602460166948473,2.0787389709419106e-5,4.503075208685591e-5,0.20344893792841504,2.0787389709419106e-5,0.003917675431556464,2.0787389709419106e-5,2.0787389709419106e-5,4.503075208685591e-5,0.03881650829886979,6.304305292159827e-4,0.12455506027224345,0.01202321080719053,0.010086888467455724,2.0787389709419106e-5,2.0787389709419106e-5,9.006150417371182e-5,2.0787389709419106e-5,0.001576076323039957,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.010176949971629436,2.0787389709419106e-5,2.0787389709419106e-5,0.003557429414861617,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5
Cesarean,2.0787822996681685e-5,8.418341099077676e-5,2.0787822996681685e-5,0.018351983595989333,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,8.418341099077676e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.037629984712877214,2.0787822996681685e-5,0.27393281936398756,2.0787822996681685e-5,0.027527975393983998,1.6836682198155352e-4,2.0787822996681685e-5,2.0787822996681685e-5,1.6836682198155352e-4,3.3673364396310704e-4,0.006061205591335926,2.0787822996681685e-5,0.0013469345758524282,8.418341099077676e-5,3.3673364396310704e-4,2.0787822996681685e-5,0.0010943843428800977,2.0787822996681685e-5,2.0787822996681685e-5,0.001683668219815535,2.0787822996681685e-5,2.0787822996681685e-5,0.008165790866105345,2.0787822996681685e-5,7.576506989169907e-4,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.004798454426474275,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.0014311179868432048,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.08847676495130637,0.006650489468271363,0.002020401863778642,0.010186192729883988,2.0787822996681685e-5,0.005387738303409713,5.892838769354373e-4,2.0787822996681685e-5,2.0787822996681685e-5,0.028622359736864094,0.015068830567349038,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.001010200931889321,2.0787822996681685e-5,0.004377537371520391,2.0787822996681685e-5,2.0787822996681685e-5,3.3673364396310704e-4,0.11339505460457629,2.0787822996681685e-5,5.051004659446605e-4,2.0787822996681685e-5,2.0787822996681685e-5,0.0691987638344185,0.07214518321909567,5.892838769354373e-4,0.10531344714946171,0.012543328237625734,0.023571355077417488,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.001010200931889321,8.418341099077676e-5,2.0787822996681685e-5,2.0787822996681685e-5,0.010438742962856318,0.026517774462094676,0.0038724369055757302,8.418341099077675e-4,0.011869860949699522,2.0787822996681685e-5,2.0787822996681685e-5
Vaginal,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.001719760254268165,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,5.9302077733385e-5,2.0787389709419106e-5,3.5581246640031e-4,2.9651038866692497e-4,0.37200193362152406,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.9651038866692497e-4,2.0787389709419106e-5,3.5581246640031e-4,2.0787389709419106e-5,2.9651038866692497e-4,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,5.9302077733385e-5,0.2248141766872625,1.1860415546677e-4,2.0787389709419106e-5,0.0011267394769343148,5.9302077733385e-5,7.1162493280062e-4,2.0787389709419106e-5,5.9302077733385e-5,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,5.9302077733385e-5,1.1860415546677e-4,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,7.709270105340049e-4,0.001008135321467545,0.0011267394769343148,1.1860415546677e-4,2.0787389709419106e-5,1.1860415546677e-4,1.1860415546677e-4,2.0787389709419106e-5,5.9302077733385e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.002431385187068785,2.0787389709419106e-5,0.0068197389393392744,2.0787389709419106e-5,0.011741811391210229,1.1860415546677e-4,4.7441662186708e-4,0.12287390506357371,2.0787389709419106e-5,2.0787389709419106e-5,5.9302077733385e-5,4.15114544133695e-4,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,2.0787389709419106e-5,1.1860415546677e-4,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.00759066594987328,5.9302077733385e-5,0.23525134236833828,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,2.0787389709419106e-5,0.00391393713040341,5.9302077733385e-5,2.0787389709419106e-5,2.9651038866692497e-4
Vaginal,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,0.00033674159645746647,4.040899157489598e-4,2.6939327716597316e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.020449578744799e-4,2.0783056836793333e-5,1.3469663858298658e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,0.5390559476091122,0.0012122697472468796,0.23922123012338417,2.0783056836793333e-5,2.020449578744799e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.020449578744799e-4,2.0783056836793333e-5,2.6939327716597316e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,0.031047575193378408,2.0783056836793333e-5,6.734831929149329e-5,0.00033674159645746647,2.0783056836793333e-5,0.00067348319291493295,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,6.734831929149329e-5,0.00572460713977693,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,1.3469663858298658e-4,6.734831929149329e-5,0.0053878655433194636,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,6.734831929149329e-5,1.3469663858298658e-4,1.3469663858298658e-4,2.0783056836793333e-5,1.3469663858298658e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.020449578744799e-4,2.0783056836793333e-5,2.0783056836793333e-5,0.00033674159645746647,2.6939327716597316e-4,2.0783056836793333e-5,4.040899157489598e-4,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5,6.734831929149329e-5,2.0783056836793333e-5,0.008485888230728154,2.0783056836793333e-5,6.734831929149329e-5,2.0783056836793333e-5,6.734831929149329e-5,0.11597380581995144,2.0783056836793333e-5,0.047076475184753816,2.0783056836793333e-5,2.0783056836793333e-5,2.0783056836793333e-5
Vaginal,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,7.867147426945884e-4,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,0.27782269199157467,1.6858173057741183e-4,0.31047135381340013,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.8096955096235305e-4,2.078219026226818e-5,0.045629455076286136,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,5.619391019247061e-5,2.078219026226818e-5,0.006237524031364237,2.078219026226818e-5,2.078219026226818e-5,1.1238782038494122e-4,2.078219026226818e-5,2.078219026226818e-5,0.0732206649807892,2.078219026226818e-5,5.619391019247061e-4,4.495512815397649e-4,2.078219026226818e-5,7.867147426945884e-4,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,0.0017982051261590595,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.2477564076988244e-4,1.1238782038494122e-4,0.0038773798032804715,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,5.619391019247061e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,5.619391019247061e-5,2.8096955096235305e-4,1.1238782038494122e-4,0.010283485565222121,2.078219026226818e-5,1.1238782038494122e-4,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,0.0013486538446192946,2.078219026226818e-5,5.619391019247061e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,5.619391019247061e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,8.991025630795298e-4,2.078219026226818e-5,0.030794262785473894,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,2.078219026226818e-5,0.07659229959233745,2.078219026226818e-5,0.1547018347598716,5.619391019247061e-5,3.933573713472942e-4,2.078219026226818e-5
