numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
11175,1.2659999999999982,R,0.00913141025641029,61,150,Empirical,ANOSIM,0.24503311258278146,scenario2,Balanced,150
11175,2.134999999999998,permanovaF,0.8966644664085544,61,150,Empirical,PERMANOVA,0.7947019867549668,scenario2,Balanced,150
11175,118.708,estat,754.3461940513657,61,150,Empirical,Energy_Aitch_ALL,0.45695364238410596,scenario2,Balanced,150
11175,6.588000000000015,permDispF,25.100442949320648,61,150,Empirical,PermDisp2,0.006622516556291391,scenario2,Balanced,150
3,4073.314,raw_energyStat,83.03167022419018,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,mds_normEnergy,0.34282614726643595,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,scaleEStat_mds,50.143808417937365,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,PermanovaF,203.46702545753905,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,PermanovaF_mds,282.18380098709605,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,betaDispF,0.44656435053257243,61,150,Empirical,selProPerm,0.695364238410596,scenario2,Balanced,150
3,4073.314,betaDispF_mds,0.022970100902094448,61,150,Empirical,selProPerm,0.9271523178807947,scenario2,Balanced,150
3,4073.314,AnosimR,0.9604415064102563,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,EnergyF,65.51037715816314,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,energyCor,0.9518023118522992,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,energyBiasedCorrecCor,0.9120581966633475,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,rous_cF,58.965209175737236,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,rous_krusStat,39.482314814814856,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,combinedF,162.49733349696132,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,ScaledF,50.33210730349567,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
3,4073.314,testStat,162.49733349696132,61,150,Empirical,selProPerm,0.006622516556291391,scenario2,Balanced,150
