numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,shiftParm,trueDistr
5565,1.6240000000000094,R,0.029233974358974398,34,150,Empirical,ANOSIM,0.046357615894039736,16S_meanShift,Balanced,1,different
5565,2.486000000000004,permanovaF,1.6172792466569017,34,150,Empirical,PERMANOVA,0.039735099337748346,16S_meanShift,Balanced,1,different
5565,73.98100000000001,estat,372.69378768227057,34,150,Empirical,Energy_Aitch_ALL,0.06622516556291391,16S_meanShift,Balanced,1,different
5565,6.434000000000012,permDispF,0.9657142395105774,34,150,Empirical,PermDisp2,0.33112582781456956,16S_meanShift,Balanced,1,different
13,3172.6220000000003,raw_energyStat,41.39209680787927,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,mds_normEnergy,0.13226067622909168,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,scaleEStat_mds,20.240779984883154,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,PermanovaF,15.644411097747877,34,150,Empirical,selProPerm,0.013245033112582781,16S_meanShift,Balanced,1,different
13,3172.6220000000003,PermanovaF_mds,30.028885094720625,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,betaDispF,0.06383353054484864,34,150,Empirical,selProPerm,0.8874172185430463,16S_meanShift,Balanced,1,different
13,3172.6220000000003,betaDispF_mds,0.06210117045844746,34,150,Empirical,selProPerm,0.8741721854304636,16S_meanShift,Balanced,1,different
13,3172.6220000000003,AnosimR,0.2807516025641025,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,EnergyF,7.452504442660698,34,150,Empirical,selProPerm,0.019867549668874173,16S_meanShift,Balanced,1,different
13,3172.6220000000003,energyCor,0.5927222145921344,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,energyBiasedCorrecCor,0.34239614380638195,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,rous_cF,16.915614751759946,34,150,Empirical,selProPerm,0.013245033112582781,16S_meanShift,Balanced,1,different
13,3172.6220000000003,rous_krusStat,19.33787037037041,34,150,Empirical,selProPerm,0.052980132450331126,16S_meanShift,Balanced,1,different
13,3172.6220000000003,combinedF,21.16060549157953,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,ScaledF,18.892504353310976,34,150,Empirical,selProPerm,0.006622516556291391,16S_meanShift,Balanced,1,different
13,3172.6220000000003,testStat,7.452504442660698,34,150,Empirical,selProPerm,0.019867549668874173,16S_meanShift,Balanced,1,different
