method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,150,11175,1,82,255,98.517,124,0.03936,0.9196632796252513,0.5869931690222026,0.761875,0.759375,5.339062567183642,3.380039291126013,1293.4894576123038,1296.8694969034298
LASSO,150,11175,1,82,11175,2.5360000000000014,150,1,0.7232649219664957,0.8414606545409311,0.41046875,0.576875,3.1451036507362615,0.860887003544023,1436.8107729691753,1437.6716599727195
RFE,150,11175,1,82,4096,216.41000000000003,150,0.4491487056769124,0.8113099128919196,0.7278689053016624,0.566875,0.568125,3.5030946784459664,1.1954454811909123,1569.744832466434,1570.940277947625
InformationGain,150,11175,1,82,2991,3.166999999999973,150,0.3466570065479201,0.8564293560991837,0.6893898529711775,0.60796875,0.6175,4.148412160080981,1.4703607644748506,1833.6344884491061,1835.104849213581
selEnergyPerm,150,11175,1,82,74,40.30900000000008,87,0,0.9075290112655067,0.6044162656172496,0.7534375,0.75375,4.392577040119317,2.6985039738881813,1956.7800776512406,1959.4785816251288
Boruta,150,11175,2,82,119,90.40399999999988,114,0.0029905299883701613,1.1717609958893285,0.39046494885351685,0.9996875,1,3.8231381540797913,6.786150536101891,8.406973521076939,15.19312405717883
LASSO,150,11175,2,82,15,8.121999999999957,19,0,1.2472808788850152,0.3527609332664376,1,1,19.224353279695315,42.989565500798896,0.7775818642930741,43.76714736509197
RFE,150,11175,2,82,8,172.56399999999996,9,0,1.2153762730315356,0.3745461987227175,0.999375,0.99875,21.630638059904665,43.88976450607068,4.0471957151814,47.93696022125208
InformationGain,150,11175,2,82,1081,2.759999999999877,150,0.05648554029007678,0.9482461711765242,0.5329492931015333,0.89515625,0.91125,1.6123802477097502,2.1598438459193106,18.823007611496767,20.98285145741608
selEnergyPerm,150,11175,2,82,3,31.158999999999992,4,0,1.2158441734061298,0.37346508287358493,1,1,58.21652400425253,170.01637635310868,0.8522649278628959,170.8686412809716
Boruta,150,11325,3,82,627,107.95400000000018,123,0,1.2507168546809788,0.3527420230893404,1,1,13.184104723553913,29.037090963414496,0.00988059621224251,29.046971559626737
LASSO,150,11325,3,82,46,8.878999999999905,47,0,1.276960526258299,0.3338827938574283,1,1,15.93634410574437,36.12345410104375,0.2984907190558272,36.421944820099576
RFE,150,11325,3,82,2048,195.0920000000001,151,0.09553928556599726,1.2360031692985127,0.3608034274379502,1,1,8.321831144018335,17.025107940446826,0.3636823078445114,17.388790248291336
InformationGain,150,11325,3,82,2979,2.9139999999999873,151,0.014386064497818143,1.2337169426206658,0.3618289482931918,1,1,9.215349987421677,19.209200831411053,0.573552227149384,19.782753058560438
selEnergyPerm,150,11325,3,82,4,31.496999999999844,6,0,1.0905171800482234,0.4528199006169583,0.95796875,0.95625,22.471646777141174,52.64622376673363,0.05216001888719653,52.69838378562083
Boruta,150,11325,4,82,60,93.68000000000006,56,0,1.048271680971962,0.48353449898052225,0.9290625,0.933125,9.82406508608641,23.098930770779422,0.4929424584548298,23.591873229234253
LASSO,150,11325,4,82,27,6.026000000000067,32,0,1.1392930333608868,0.422453114846543,0.99,0.988125,6.785435091271536,13.706075825383655,0.711574939624441,14.417650765008096
RFE,150,11325,4,82,2048,212.3530000000003,151,0.223984401387908,0.9692444893993754,0.5249273251987202,0.89171875,0.89875,1.9075607074436483,2.8490949287626646,0.09231976496592058,2.941414693728585
InformationGain,150,11325,4,82,203,2.686000000000149,142,0.00841908325537886,1.0494936388346858,0.4755958073399706,0.9471875,0.945625,6.796987147087947,15.16866654385742,0.8781036245918724,16.046770168449292
selEnergyPerm,150,11325,4,82,3,31.125,4,0,0.943043674845089,0.5460452150585388,0.86578125,0.86125,15.16580443337288,35.89025744409187,0.5909524254613095,36.48120986955318
Boruta,150,11325,5,82,1189,132.57899999999995,151,0.10852687236463422,1.0142477491778332,0.5638686687645964,0.78140625,0.770625,11.705507009269535,3.474905715480044,3196.303721896829,3199.778627612309
LASSO,150,11325,5,82,11325,2.7029999999999745,151,1,0.857700637100748,0.7357095735427931,0.57765625,0.551875,9.88200690940631,1.233434441472933,3485.9502403028046,3487.1836747442776
RFE,150,11325,5,82,1024,175.92999999999984,151,0.11592721324882437,0.9735004436890965,0.5958310511310867,0.7175,0.70625,11.018377294853353,2.57378262532635,3415.8759799981394,3418.4497626234656
InformationGain,150,11325,5,82,11324,3.8969999999999345,151,0.9999116841826371,0.8577132897554179,0.735689758098566,0.57765625,0.551875,9.882380761091666,1.2335051670825903,3486.9226802199814,3488.156185387064
selEnergyPerm,150,11325,5,82,69,39.6990000000003,79,0,0.975428547047286,0.5589524023175496,0.82984375,0.840625,11.582232364168043,3.8710846540892434,9864.606933641628,9868.478018295717
