method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,200,19900,1,101,4,151.389,7,0,0.9307805225004195,0.5517546943151964,0.79625,0.791666666666667,4.894874316549148,5.539233326204489,30.08886038782668,35.628093714031166
LASSO,200,19900,1,101,7,20.74099999999997,9,0,0.9987498074662057,0.5125257730145489,0.8566666666666667,0.855,5.331530095919672,7.593674828848699,29.114938034495495,36.70861286334419
RFE,200,19900,1,101,128,385.14900000000006,107,0.016713091922005572,0.9776199079292467,0.5390992205316931,0.8325,0.838333333333333,3.143153943189307,2.0777891327751044,285.6187147518128,287.69650388458786
InformationGain,200,19900,1,101,1401,7.292000000000016,197,0.12945189180613945,0.9407309674219427,0.5839110669822807,0.781875,0.795833333333333,3.2827690953756448,1.469968572410638,761.9728249073239,763.4427934797345
selEnergyPerm,200,19900,1,101,90,77.89300000000003,106,0,0.8822812348091247,0.6200103935003153,0.6729166666666667,0.675,2.35189447701909,1.0164100079416136,597.4976680243253,598.514078032267
Boruta,200,19900,2,101,62,148.39,64,0,1.2333309972668414,0.3563584300242012,1,1,5.017184953856152,9.494424527095049,7.884054285668204,17.37847881276325
LASSO,200,19900,2,101,14,15.399000000000001,16,0,1.2608578342198284,0.3450247574940412,1,1,16.76319496482691,38.65794107744455,7.039430908309872,45.69737198575442
RFE,200,19900,2,101,64,330.0250000000001,61,0.0053475935828877,1.218608453857509,0.3696869259563057,0.9991666666666666,0.999166666666667,4.649544478350806,8.762930723016758,1.5433070788845895,10.306237801901348
InformationGain,200,19900,2,101,1252,7.010999999999967,200,0.03762884585350617,1.0297087973768249,0.4741971526142766,0.9570833333333333,0.9725,1.3828333595018,1.7566980786762634,2.1344428029844074,3.8911408816606707
selEnergyPerm,200,19900,2,101,8,65.15300000000002,9,0,1.2420721167979327,0.35946335371139937,1,1,27.11612508167944,72.7911198783841,2.6562566804780756,75.44737655886217
Boruta,200,20100,3,101,592,168.38700000000017,141,0,1.2729171990169657,0.3373876898912442,1,1,13.431737641439298,31.26676943920821,1.2541759858207127,32.52094542502893
LASSO,200,20100,3,101,45,15.789999999999964,43,0,1.2907868768843993,0.3261410503949725,1,1,16.767260255972925,40.32068974871898,0.07889000357492067,40.3995797522939
RFE,200,20100,3,101,512,338.0809999999999,161,0.005932461210830545,1.2721503649750945,0.33577075835525333,1,1,11.59901011368077,26.217359952353906,2.8773150183943517,29.094674970748258
InformationGain,200,20100,3,101,4777,6.546000000000049,201,0.00816955080520972,1.263543787035491,0.3392482700097614,1,1,8.925202725367729,19.061379502141417,0.7741977508083148,19.835577252949733
selEnergyPerm,200,20100,3,101,6,68.096,8,0,1.1769734054651753,0.3986949598788713,0.9908333333333333,0.9925,21.770455012004977,50.626128999644536,9.351779603730783,59.97790860337532
Boruta,200,20100,4,101,33,157.96200000000044,37,0,1.0453945918415413,0.4897495548403468,0.8666666666666667,0.858333333333333,7.89437895909005,17.925839383069547,0.7397626566039731,18.66560203967352
LASSO,200,20100,4,101,7,16.013000000000375,8,0,1.0408741535394996,0.48816625746814557,0.8952083333333333,0.8925,11.95032094478529,28.01341619890816,1.6594635295810636,29.672879728489225
RFE,200,20100,4,101,32,398.22000000000025,38,0,1.0533415570680884,0.4870248159013697,0.86,0.865,5.5309234427423375,11.603911744627588,4.92101600879876,16.524927753426347
InformationGain,200,20100,4,101,239,7.367999999999938,167,0.0048854630333297145,1.0872853641763793,0.45734916458099456,0.9406249999999999,0.94,5.734121678605995,12.112975561681838,1.173514591537785,13.286490153219622
selEnergyPerm,200,20100,4,101,3,67.71199999999999,4,0,1.0127412749529112,0.5029683843544649,0.8645833333333334,0.859166666666667,12.65750612268677,28.576339561340134,0.3169862352469487,28.89332579658708
Boruta,200,20100,5,101,212,155.81299999999965,157,0.0136986301369863,0.8412792144258658,0.6569969917254787,0.6483333333333333,0.658333333333333,6.219921091351428,0.8932321427027056,2245.0586537778413,2245.951885920544
LASSO,200,20100,5,101,20100,5.291999999999916,201,1,0.7083383928097927,0.8274931097168767,0.513125,0.5175,5.513433310290001,0.3551670873207442,2435.4423038330033,2435.797470920324
RFE,200,20100,5,101,256,339.1959999999999,163,0.042068361086765996,0.8409766234180954,0.6589305665910391,0.648125,0.643333333333333,6.161913043687148,1.0396110177557742,1669.3006443220095,1670.3402553397652
InformationGain,200,20100,5,101,19796,7.289000000000215,201,0.9852457546272746,0.7107039505324569,0.8243030273925734,0.5166666666666667,0.519166666666667,5.5296663159048025,0.35875809127075536,2446.5525804458116,2446.9113385370824
selEnergyPerm,200,20100,5,101,111,75.1260000000002,123,0,0.8433702846717329,0.6488631521225802,0.6775,0.699166666666667,5.7158084182912665,0.5819139785125921,1912.2366164057955,1912.8185303843081
