method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,200,19900,1,84,271,163.155,140,0.016019417475728156,1.0578048038228949,0.4786005323249875,0.9490625,0.953125,5.8017290868560325,4.06411881227125,1353.9908792938884,1358.0549981061597
LASSO,200,19900,1,84,19900,6.826999999999998,200,1,0.7798809825590509,0.7363933505983906,0.53515625,0.5475,3.01655840906746,1.0615074376731657,1921.3882860088356,1922.4497934465087
RFE,200,19900,1,84,8192,381.66400000000004,200,0.6251916763293938,0.8242479717040468,0.685746434165179,0.6178125,0.629375,3.2215925444919336,1.2190484742278211,1772.4962979421932,1773.715346416421
InformationGain,200,19900,1,84,5297,7.850999999999999,200,0.3556963354256918,0.9229061022349209,0.6011590866683073,0.76828125,0.785625,4.196169780116954,1.8620832226223816,3095.915646429587,3097.7777296522095
selEnergyPerm,200,19900,1,84,98,76.21399999999994,108,0,0.9672393616020358,0.5422144736623136,0.86046875,0.865625,4.212177767216994,2.78753532123076,2308.6623476682917,2311.4498829895224
Boruta,200,19900,2,84,164,149.64300000000003,150,0.00432744320230797,1.1611811625751285,0.39264170653501784,1,1,3.4432491553332367,6.0028074010876145,4.956489251849244,10.959296652936859
LASSO,200,19900,2,84,24,15.601000000000113,27,0,1.2455373953270166,0.35214585267923243,1,1,13.149700510792293,27.030338127753495,0.7860733852243654,27.81641151297786
RFE,200,19900,2,84,8,311.645,9,0,1.1688366011617493,0.4052144061922243,0.9940625,0.9925,10.135085003271803,15.736104792373819,15.763765773203497,31.499870565577318
InformationGain,200,19900,2,84,1722,7.135999999999967,200,0.047349600899983926,0.9524558751938187,0.5171328310319212,0.94390625,0.95875,1.523982801510435,1.9842775944474085,18.453350652873503,20.437628247320912
selEnergyPerm,200,19900,2,84,3,63.4079999999999,4,0,1.181454061561807,0.3953229381837028,0.99234375,0.994375,48.11771999964041,135.06808620130724,1.2900933663635565,136.3581795676708
Boruta,200,20100,3,84,841,177.3040000000001,166,0,1.2679161127673566,0.3398257922627133,1,1,16.88247452510436,39.272508029047096,1.3650565701127917,40.63756459915989
LASSO,200,20100,3,84,43,17.251999999999953,48,0,1.2938751079097794,0.32410851340314367,1,1,19.619748946849914,46.147609910170885,0.19914023985582827,46.346750150026715
RFE,200,20100,3,84,256,341.749,120,0,1.2645099583540236,0.3418892359776947,1,1,17.695536651881806,41.56705371514324,0.6350908572603535,42.20214457240359
InformationGain,200,20100,3,84,6230,7.502999999999929,201,0.011177338825673427,1.2606099877257355,0.34238714584214514,1,1,10.722139194169163,22.897536921315954,3.523050897988857,26.42058781930481
selEnergyPerm,200,20100,3,84,5,63.5780000000002,6,0,1.161036851255161,0.40800125018753797,0.99234375,0.99,29.669988980815354,74.37593387109793,0.01043817820979111,74.38637204930772
Boruta,200,20100,4,84,56,157.40099999999984,56,0,0.9732885795076655,0.5442556373224541,0.8571875,0.86125,10.914620461124029,25.608717146845205,1.3558742682083813,26.964591415053587
LASSO,200,20100,4,84,11,14.862999999999829,12,0,0.9718185236415758,0.5398337887085878,0.8565625,0.8575,13.88988484428444,34.29448893639207,1.6833533852837261,35.977842321675794
RFE,200,20100,4,84,128,387.3869999999997,121,0.0031397174254317113,1.0376588229639916,0.4890137713828687,0.92921875,0.9225,7.482041557814912,16.609803836286197,3.6574453224727117,20.267249158758908
InformationGain,200,20100,4,84,264,7.755999999999858,192,0.00922845125243267,1.0256563636967877,0.49420901398271616,0.9234375,0.92125,6.570469727779504,14.296533484103012,1.798890482874704,16.095423966977716
selEnergyPerm,200,20100,4,84,4,62.3130000000001,5,0,0.9415261956945948,0.5518672685811691,0.8484375,0.8475,15.504753793167808,35.74640178964546,1.6360887166601292,37.38249050630559
Boruta,200,20100,5,84,1267,198.7840000000001,200,0.06390223601074496,1.0011628389604643,0.584695648399316,0.75734375,0.77,11.735720035111939,2.537936155621616,3165.5237820204134,3168.061718176035
LASSO,200,20100,5,84,3,13.402000000000044,5,0,0.8705149169945434,0.5933612484266267,0.84453125,0.846875,17.693401182632122,15.473663022385143,108.32989449865946,123.8035575210446
RFE,200,20100,5,84,2048,315.0340000000001,201,0.13172331773191132,0.9412984249929771,0.640414313973428,0.7040625,0.690625,10.971447226808925,1.6791458891882984,2918.809751107734,2920.4888969969224
InformationGain,200,20100,5,84,20099,7.145000000000437,201,0.9999502438053538,0.8241977759139119,0.8156156723605416,0.50640625,0.504375,10.154919180761363,0.8930400359131856,3850.943818026216,3851.836858062129
selEnergyPerm,200,20100,5,84,67,73.16200000000026,92,0,0.8974286841027863,0.6523936436566405,0.6328125,0.65625,10.97775271758652,1.6845918430907956,14801.497990698237,14803.182582541327
