method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,50,1225,1,123,4,17.371999999999993,8,NA,0.8530543481681401,0.5983453545689238,0.6089583333333334,0.611666666666667,3.8487649068183734,0.8701691374696212,73.25106241614255,74.12123155361216
LASSO,50,1225,1,123,1225,0.7010000000000005,50,1,0.7695362457979242,0.7257838011231644,0.4970833333333333,0.494166666666667,2.6475132877021466,0.4084067711371388,434.6961174087159,435.10452417985306
RFE,50,1225,1,123,32,27.183,28,0.09090909090909091,0.8981293917339137,0.5884196130949473,0.7064583333333333,0.719166666666667,3.701277534886966,1.0487296611836083,204.6979403106327,205.74666997181632
InformationGain,50,1225,1,123,206,0.7860000000000085,50,0.23256821134690342,0.8623725410058151,0.628597174838355,0.6433333333333333,0.664166666666667,3.5035144520757617,0.7848270800687693,345.73915991458114,346.52398699464993
selEnergyPerm,50,1225,1,123,35,11.270999999999958,38,0,0.8630515273986639,0.6077626486048735,0.645625,0.654166666666667,2.750586316755114,0.7785656034381597,378.9592040851555,379.73776968859363
Boruta,50,1225,2,123,37,17.569000000000017,28,0.05341246290801187,1.2274396898952282,0.36259929897729687,0.99875,0.999166666666667,7.243060124551363,14.224705633550565,1.6751768813937653,15.89988251494433
LASSO,50,1225,2,123,12,1.273999999999944,16,0,1.2521640187000136,0.35015687285361097,1,1,20.753660037365133,51.14806810933292,0.02137012675998489,51.1694382360929
RFE,50,1225,2,123,32,20.44999999999999,26,0,1.2301023934908268,0.36114118517104155,1,1,8.008911045388766,15.937301095187243,0.817528709575788,16.75482980476303
InformationGain,50,1225,2,123,349,0.5869999999999891,50,0.11644086415232516,1.0897119053152502,0.44421240692942393,0.96,0.974166666666667,1.5578367589753528,2.057382442948464,3.963631534522231,6.0210139774706946
selEnergyPerm,50,1225,2,123,8,8.675999999999988,9,0,1.2480947849180772,0.3544690374877736,1,1,36.408297251564406,111.60031286051633,0.045170730037420836,111.64548359055375
Boruta,50,1275,3,123,101,22.560000000000002,34,0,1.116615843595305,0.44960861620917697,0.9114583333333334,0.9125,7.277358167885111,15.149014568743265,2.1266287171276543,17.27564328587092
LASSO,50,1275,3,123,16,1.3140000000000214,16,0,1.1575913545022252,0.41201596421960757,0.9827083333333333,0.98,8.685174062040502,18.708758990424986,0.10153835091371073,18.810297341338696
RFE,50,1275,3,123,64,25.40500000000003,36,0,1.1213008944814113,0.4439040126722948,0.9183333333333333,0.918333333333333,7.0058119235740275,14.525362751668192,5.375709516372661,19.901072268040853
InformationGain,50,1275,3,123,130,0.6360000000000241,40,0,1.1203878137860146,0.44436066448298023,0.9227083333333334,0.919166666666667,6.74122845279926,13.834393860509241,0.055938223042456735,13.890332083551698
selEnergyPerm,50,1275,3,123,4,7.649000000000001,6,0,1.106742578041347,0.4425260743907955,0.9439583333333333,0.94,11.453271925339784,24.316002790955924,0.02709063490696191,24.343093425862886
Boruta,50,1275,4,123,11,18.177999999999997,13,0,1.0091988245156684,0.5065479194477301,0.8822916666666667,0.8875,5.71046724436678,11.430252042327382,0.7276951113469529,12.157947153674336
LASSO,50,1275,4,123,8,1.488999999999976,9,0,1.0141045966982014,0.5023427007671636,0.8764583333333333,0.879166666666667,6.2694937371142325,13.049938421976604,0.09436218766374857,13.144300609640352
RFE,50,1275,4,123,1024,28.237000000000023,51,0.8059435364041605,0.9510516491053644,0.5845035425575174,0.6510416666666666,0.661666666666667,1.199377947608964,1.4002212311673097,1.3549322496061251,2.755153480773435
InformationGain,50,1275,4,123,20,0.6999999999999886,18,0,0.9966264048319131,0.5169756472732524,0.8479166666666667,0.855,5.22051772392202,10.199355474421344,5.7330098479190115,15.932365322340356
selEnergyPerm,50,1275,4,123,11,7.418000000000006,14,0,1.0064603252998674,0.5089495472513366,0.8495833333333334,0.853333333333333,4.775923809377205,9.439694506607859,0.20749604437692812,9.647190550984787
Boruta,50,1275,5,123,144,22.837999999999965,49,0.16555661274976213,0.8425539119592991,0.614982400152952,0.6129166666666667,0.619166666666667,5.504518425730211,0.6577351058084911,563.2871069395634,563.9448420453718
LASSO,50,1275,5,123,1275,0.5879999999999654,51,1,0.827478366543016,0.6378658525592236,0.5535416666666667,0.540833333333333,4.6287004337152124,0.44159814179101925,474.89383572810317,475.3354338698942
RFE,50,1275,5,123,256,24.56899999999996,51,0.2578205568924029,0.8454632160653451,0.6208024662620529,0.6008333333333333,0.6025,5.20970239434335,0.7085627156921172,473.57776401076586,474.28632672645796
InformationGain,50,1275,5,123,1119,0.7129999999999654,51,0.8885746723088038,0.831370457916632,0.6343384662440588,0.5625,0.555,4.77991174002323,0.47192989848082373,488.95607271841334,489.42800261689416
selEnergyPerm,50,1275,5,123,33,9.967999999999961,38,0,0.853303485136433,0.6090196654021094,0.62375,0.639166666666667,5.0199201487563725,0.9144599948018283,391.59744316146686,392.51190315626866
