method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,50,1225,1,187,4,17.782999999999994,6,0,0.8585430824389414,0.596495867539243,0.6525,0.665833333333333,4.080868408459069,1.5400826740934552,45.45694716227363,46.99702983636708
LASSO,50,1225,1,187,1225,0.7899999999999991,50,1,0.7874791674281454,0.7066344045114626,0.5222916666666667,0.518333333333333,2.446357646196468,0.46049424934468525,254.28365173831526,254.74414598765995
RFE,50,1225,1,187,128,31.78600000000001,50,0.17753623188405798,0.8666421334369196,0.6229811455193565,0.64375,0.639166666666667,3.135103513251088,1.0385486549533431,241.13298902776953,242.17153768272286
InformationGain,50,1225,1,187,137,9.435999999999986,48,0.1314508276533593,0.860796460415112,0.6173313135507075,0.6520833333333333,0.655,3.254503163017854,1.0160423213444771,242.2863077170069,243.3023500383514
selEnergyPerm,50,1225,1,187,33,17.170000000000016,35,0,0.8724583139127713,0.607570101185389,0.66625,0.665,2.7323742534258906,1.0072455880333555,152.34373213944681,153.35097772748017
Boruta,50,1225,2,187,44,17.454000000000008,35,0.04678362573099415,1.2449201127724088,0.35382334775455077,1,1,6.898694901388072,13.448770805815586,1.589112099430778,15.037882905246365
LASSO,50,1225,2,187,8,1.254000000000019,9,0,1.2709244512594404,0.3401614378718283,1,1,38.37684316900401,116.9795937896899,0.33335137170443424,117.31294516139434
RFE,50,1225,2,187,8,20.862000000000023,9,0,1.2709244512594404,0.3401614378718283,1,1,38.376843169004005,116.97959378968996,0.3333513720934967,117.31294516178346
InformationGain,50,1225,2,187,312,0.6040000000000418,50,0.11982182628062361,1.1241849406987214,0.4282985477541376,0.96125,0.970833333333333,1.844955331461569,2.638609493531275,2.7117811354679544,5.35039062899923
selEnergyPerm,50,1225,2,187,3,7.903999999999996,4,0,1.2478859559908828,0.3539580740718194,1,1,52.06860711835172,168.9704545444346,0.13615503023644304,169.10660957467104
Boruta,50,1275,3,187,89,23.618000000000052,39,0.007989347536617843,1.0958738935004333,0.46446785933444246,0.9002083333333333,0.898333333333333,6.974059653788903,14.714562456814035,6.455844238477443,21.170406695291476
LASSO,50,1275,3,187,16,1.3830000000000382,18,0,1.1394456793997576,0.4228689227228289,0.986875,0.985,8.132667015600969,17.04994607171916,6.763311925942879e-4,17.050622402911753
RFE,50,1275,3,187,64,24.45500000000004,39,0.008902077151335312,1.1051271628387047,0.4541522723551844,0.9275,0.9225,6.7097746708178425,14.000385044696294,8.64663726555567,22.647022310251963
InformationGain,50,1275,3,187,108,0.646000000000015,45,0.006091370558375634,1.108397780568164,0.45302201562061484,0.9304166666666667,0.925833333333333,6.5463483306921315,13.731034368002415,1.9181922993809934,15.64922666738341
selEnergyPerm,50,1275,3,187,6,7.38900000000001,8,0,1.0561845454581906,0.4776329215134281,0.8920833333333333,0.890833333333333,9.611528207345437,20.78089535491735,1.7498562250859704,22.530751580003322
Boruta,50,1275,4,187,20,20.154999999999973,22,0,0.9901202370996286,0.52321382606091,0.7854166666666667,0.790833333333333,5.134514534188251,9.85082478311158,10.065568377527065,19.916393160638645
LASSO,50,1275,4,187,4,1.4379999999999882,5,0,0.9792136324945981,0.5253442718303045,0.79875,0.805833333333333,7.326513377316483,15.822077820034606,3.2917619956431245,19.11383981567773
RFE,50,1275,4,187,512,27.236999999999966,51,0.4388134647572996,0.9625500640546946,0.572583818881558,0.649375,0.670833333333333,1.4575010863808717,1.8925569084348153,4.703639164492413,6.596196072927229
InformationGain,50,1275,4,187,18,0.6270000000000095,19,0,1.0038220420682955,0.5129688172681671,0.8425,0.8475,4.308001989974658,8.010773477342656,2.6708375566366067,10.681611033979262
selEnergyPerm,50,1275,4,187,16,9.751999999999953,19,0,0.9641950523955398,0.5473162930383483,0.7510416666666666,0.759166666666667,3.9792617662738903,7.061424480740149,10.973848776629277,18.035273257369425
Boruta,50,1275,5,187,129,22.628999999999905,47,0.16703786191536749,0.8472931469000395,0.6115133556882221,0.590625,0.589166666666667,5.483953166211111,0.7706346772536681,439.83065418508727,440.60128886234094
LASSO,50,1275,5,187,1275,0.5699999999999363,51,1,0.8246329898645962,0.6370012260338856,0.5260416666666666,0.488333333333333,4.445727802527865,0.5134540010370033,440.4009096679392,440.9143636689762
RFE,50,1275,5,187,512,24.870999999999867,51,0.45996173817983055,0.8401684570931519,0.6234302726723167,0.551875,0.525833333333333,4.915661722762929,0.6819968252141809,414.7403842409939,415.42238106620806
InformationGain,50,1275,5,187,1048,0.6889999999998508,51,0.8491224803314557,0.830212184567504,0.6314040487150702,0.536875,0.485833333333333,4.668317088665144,0.5615974638076419,439.1682099692548,439.72980743306243
selEnergyPerm,50,1275,5,187,35,6.519999999999982,39,0,0.8554815612960847,0.6049734800363414,0.5997916666666667,0.588333333333333,5.017360920530839,1.488039675348922,346.2645283026055,347.75256797795447
