method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,150,11175,1,117,234,56.692,118,0.018738288569643973,1.0449533218667106,0.5150350835603895,0.87390625,0.879375,5.652222941323547,3.997870423642202,786.8623910614963,790.8602614851385
LASSO,150,11175,1,117,14,7.478000000000009,17,0,1.0805466786640148,0.46662498129086616,0.93,0.934375,8.185317179687672,12.901096700271545,102.5325088856748,115.43360558594634
RFE,150,11175,1,117,2048,204.824,150,0.21913802270665875,0.9278149089851675,0.5948445862007277,0.76328125,0.764375,3.929286061402264,1.9225098132550207,1074.3607936514309,1076.2833034646858
InformationGain,150,11175,1,117,3536,1.8080000000000211,150,0.4027955810835935,0.9167148061242693,0.6079869836064258,0.751875,0.755625,4.172884715843061,1.790111523079573,1087.6198784706248,1089.4099899937044
selEnergyPerm,150,11175,1,117,76,21.882000000000005,92,0,0.9646390795115052,0.5487967621465696,0.844375,0.850625,4.288759199574319,2.6984453076539934,1298.940204036734,1301.6386493443881
Boruta,150,11175,2,117,122,51.521000000000015,109,0.007311977715877437,1.1818582861961442,0.38221674219297525,1,1,3.8391491875077044,6.824873796998879,5.25615747816337,12.08103127516225
LASSO,150,11175,2,117,13,5.293000000000006,16,0,1.2663319019509056,0.34270448269497966,1,1,18.772108896028985,40.58105791635733,1.3817885564283459,41.96284647278568
RFE,150,11175,2,117,8,141.303,9,0,1.2492245182922035,0.35335435348296773,1,1,28.420033201044188,64.34951852954366,4.707469786844565,69.05698831638823
InformationGain,150,11175,2,117,1216,1.5960000000000036,150,0.0412438396383591,0.9298869875997811,0.5439055668478333,0.8828125,0.9025,1.3841294954127528,1.7395229600273245,11.68502902538607,13.424551985413395
selEnergyPerm,150,11175,2,117,3,32.524,4,0,1.243035363602826,0.3566357132284832,1,1,63.619990579720685,200.09032257128135,0.2526225778287686,200.3429451491101
Boruta,150,11325,3,117,655,99.94500000000005,118,0,1.244927324381381,0.35337219735763425,1,1,13.657131292032593,30.371527806280543,0.001335334358337229,30.37286314063888
LASSO,150,11325,3,117,37,7.47199999999998,39,0,1.2748423106282691,0.3349650696737919,1,1,17.05373103531768,39.179567562204156,0.07347814700109291,39.253045709205246
RFE,150,11325,3,117,4096,134.82399999999996,151,0.4884017115342363,1.2263565543608377,0.3610553826143533,1,1,5.960885013879477,11.561058189072677,0.8408879090370294,12.401946098109706
InformationGain,150,11325,3,117,3313,3.0459999999999354,151,0.006618748128182091,1.2425986077153783,0.35460659894266827,1,1,9.652994356377473,20.292720621088215,0.22284817788929748,20.51556879897751
selEnergyPerm,150,11325,3,117,6,16.817000000000007,9,0,1.1572588009894758,0.4108207428249324,0.993125,0.994375,21.320174862183002,49.952214801665335,0.019883060867427395,49.97209786253276
Boruta,150,11325,4,117,6,52.142999999999915,8,0,0.9394716140801903,0.5520339539057701,0.84828125,0.8475,7.11727483811865,15.314263075688604,2.202755578386014,17.51701865407462
LASSO,150,11325,4,117,3,3.4489999999998417,4,0,0.9171149984900259,0.5623658774019209,0.838125,0.831875,8.737779851940699,19.85830640519306,0.8038766066814568,20.662183011874514
RFE,150,11325,4,117,8192,186.23899999999992,151,0.736142573262579,0.7028605760956894,0.7590228842709231,0.45296875,0.550625,0.938439667407939,0.8784311352420137,0.47135263012745365,1.3497837653694673
InformationGain,150,11325,4,117,71,1.4820000000000846,67,0.004518072289156626,0.9763270778693034,0.5295570172727334,0.88234375,0.89,3.736322966720149,7.280625044824542,0.017973254833398372,7.29859829965794
selEnergyPerm,150,11325,4,117,3,16.363000000000056,6,NA,0.8611358727895172,0.5962470723164993,0.796875,0.788125,4.313398014122108,8.368774901957142,0.6637161130287311,9.032491014985872
Boruta,150,11325,5,117,1245,76.75600000000009,151,0.12329489523273801,0.9526993367634516,0.6382282733564131,0.7490625,0.799375,11.068798730590432,1.9967763101742284,2284.708628383921,2286.7054046940953
LASSO,150,11325,5,117,11325,1.3900000000001,151,1,0.8083417477874143,0.8281484581963773,0.5153125,0.544375,9.764436869849959,0.8022412355290781,2091.1502704736745,2091.9525117092035
RFE,150,11325,5,117,128,114.9960000000001,98,0.021739130434782608,0.9675299710776128,0.5994884930419242,0.75546875,0.763125,11.686087543068133,3.255534171506048,1186.123149822803,1189.378683994309
InformationGain,150,11325,5,117,11324,2.2049999999999272,151,0.9999116841826371,0.8083529014571853,0.8281431429656718,0.515,0.544375,9.764742521830899,0.80229766547268,2091.859114707227,2092.6614123727
selEnergyPerm,150,11325,5,117,76,21.69900000000007,88,0,0.9532639411313263,0.5912015906691294,0.7765625,0.785,10.70656599920958,2.3728018229151937,4495.883324549004,4498.256126371919
