method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,100,4950,1,171,258,49.17599999999997,88,0.10578568983224923,0.845423780934016,0.6958075255182263,0.6353125,0.660625,5.606177697850654,2.195546884542365,781.8975549189934,784.0931018035358
LASSO,100,4950,1,171,4950,2.168999999999997,100,1,0.7259012588637953,0.8682520052276625,0.4165625,0.583125,3.468077919540134,0.8274841162076008,1020.0899359243806,1020.9174200405882
RFE,100,4950,1,171,4950,105.40000000000002,100,1,0.7259012588637954,0.8682520052276623,0.4165625,0.583125,3.4680779195401543,0.8274841162076018,1020.0899359243797,1020.9174200405873
InformationGain,100,4950,1,171,1770,2.5090000000000288,100,0.4476883666083845,0.7989058343227702,0.7775409175203919,0.53015625,0.54,4.388377898360437,1.2334504645961895,1289.7781114685406,1291.0115619331368
selEnergyPerm,100,4950,1,171,57,22.113999999999976,61,0,0.8019878965173093,0.6858954657590327,0.62265625,0.6425,4.39045930838216,2.0072990104389854,610.1420405987984,612.1493396092374
Boruta,100,4950,2,171,105,50.846000000000004,86,0.01633097441480675,1.1815844972369225,0.3843858034403908,0.9996875,1,4.216764385002036,7.4923311306945735,0.1563152082393702,7.648646338933943
LASSO,100,4950,2,171,18,3.781000000000006,21,0,1.2644620346245359,0.3442493527160738,1,1,14.297905597170269,29.454514187752185,0.06665834286982932,29.521172530622014
RFE,100,4950,2,171,8,80.62200000000001,9,0,1.234245148405451,0.3627029666705239,1,1,33.19198983053286,79.1289005085153,0.8385348436512604,79.96743535216656
InformationGain,100,4950,2,171,730,1.3460000000000036,100,0.06150930392832529,0.9801789923738196,0.515999758309795,0.915625,0.924375,1.5173885845290886,1.9751611417120638,8.816055574207274,10.791216715919338
selEnergyPerm,100,4950,2,171,3,15.936000000000035,4,0,1.218239950410904,0.37230892039046165,1,1,58.67358264494045,178.42012685949985,0.4944190058273894,178.91454586532723
Boruta,100,5050,3,171,483,67.37500000000011,91,0,1.2039467584588166,0.38578021135209983,0.99890625,0.999375,11.993840906177292,26.218557528270928,0.0013285152466964863,26.219886043517626
LASSO,100,5050,3,171,38,3.830000000000041,38,0,1.2395278750499477,0.35823450483137403,1,1,13.819423630230812,30.676217484112424,0.019228857547354622,30.69544634165978
RFE,100,5050,3,171,5050,97.81299999999999,101,1,1.1419605260305548,0.41260349379611755,0.99703125,0.99875,3.405668179040875,5.943995886459094,0.705725688674793,6.649721575133887
InformationGain,100,5050,3,171,1280,1.4639999999999418,101,0.012470954401074421,1.1936457338892679,0.3923636587904037,0.99828125,1,9.16707384503497,19.181721171400596,0.0016758582126871822,19.183397029613282
selEnergyPerm,100,5050,3,171,6,15.511999999999944,9,0,1.1371219545821942,0.4239883494254152,0.98828125,0.98875,19.47586508768449,44.423433358161844,0.40605567777416435,44.82948903593601
Boruta,100,5050,4,171,47,51.059999999999945,41,0.005128205128205128,0.9972326353059475,0.5185105283339488,0.881875,0.88,7.901902923071928,15.151002531420486,0.19999218248834705,15.350994713908833
LASSO,100,5050,4,171,14,3.115000000000009,15,0,1.0059457949836375,0.5170424075289213,0.88453125,0.884375,8.447319717133302,17.27561093596854,0.15179846569940797,17.427409401667948
RFE,100,5050,4,171,32,100.45899999999995,31,0,0.9840455329245055,0.5276508795281336,0.87890625,0.87375,7.747010246327008,15.451208178861899,9.858174375466954e-5,15.451306760605654
InformationGain,100,5050,4,171,113,1.4139999999999873,78,0.01729106628242075,0.9940034308019989,0.5242579980569241,0.878125,0.875625,5.522576877172829,10.536931520455234,0.12140696818667103,10.658338488641904
selEnergyPerm,100,5050,4,171,3,15.456999999999994,4,0,0.8837819770250952,0.5856664445104162,0.81640625,0.805,12.597562416099453,23.60109122441534,0.022378402680377812,23.62346962709572
Boruta,100,5050,5,171,1099,87.02300000000014,101,0.23902979066022545,0.8769858012201138,0.695395436995322,0.6196875,0.620625,10.856413920221557,2.5079266539101184,2762.8092419683617,2765.3171686222718
LASSO,100,5050,5,171,2,4.209000000000174,3,0,0.8157661358021412,0.6251461134259796,0.7584375,0.754375,18.259736168648274,15.468117362744957,61.30168612004937,76.76980348279433
RFE,100,5050,5,171,2048,87.47900000000016,101,0.42317273795534666,0.8508505315326005,0.7482798815064349,0.57171875,0.590625,9.936332852603849,1.658660660322568,2329.5272811215073,2331.18594178183
InformationGain,100,5050,5,171,5046,1.705000000000041,101,0.9992106723508942,0.813854279298098,0.7993833947589913,0.51109375,0.519375,9.384940196011424,1.2025128334599788,2282.7888407388746,2283.9913535723344
selEnergyPerm,100,5050,5,171,56,21.016999999999825,72,0,0.8648807215548188,0.6534800868932248,0.644375,0.661875,10.640300038119417,2.8344850334876304,2245.384120815109,2248.2186058485963
