method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,100,4950,1,20,246,34.58299999999999,91,0.12968299711815562,0.8938237891996935,0.6264659887026519,0.71375,0.71625,5.088867614204782,2.3350517293580384,898.9117058059356,901.2467575352937
LASSO,100,4950,1,20,4950,0.8049999999999997,100,1,0.7244960853215942,0.8491948176529146,0.38234375,0.63125,3.2122692182876915,0.8564659759726861,882.564909932138,883.4213759081107
RFE,100,4950,1,20,4950,104.811,100,1,0.724496085321594,0.8491948176529147,0.38234375,0.63125,3.212269218287701,0.8564659759726876,882.5649099321363,883.421375908109
InformationGain,100,4950,1,20,1609,1.0469999999999615,100,0.40511327180297124,0.8235822138480761,0.7188191163862447,0.55796875,0.55875,4.066684653201443,1.3579757429685755,1019.2635929632818,1020.6215687062504
selEnergyPerm,100,4950,1,20,41,11.805999999999983,50,0,0.8444271266528766,0.6751697631428017,0.63765625,0.64625,4.494540802144548,1.717210262869669,913.766060192012,915.4832704548817
Boruta,100,4950,2,20,115,52.81,84,0.02696629213483146,1.178839618562616,0.38252057949157553,1,1,4.648481314320437,8.575308510590123,10.971065252962653,19.546373763552776
LASSO,100,4950,2,20,12,2.5569999999999595,15,0,1.2496243337446062,0.3510125743991553,1,1,21.246740361465008,47.62561036790045,1.7821957339477432,49.407806101848195
RFE,100,4950,2,20,8,70.00299999999999,9,0,1.240295707376322,0.35786537537966046,1,1,21.512493001272997,44.41160883289731,2.8010123428566547,47.21262117575396
InformationGain,100,4950,2,20,788,0.9909999999999854,100,0.1041388518024032,1.0204090271629676,0.47798256639650216,0.96390625,0.970625,1.9059575761295517,2.8087666554686375,0.005961178782252534,2.81472783425089
selEnergyPerm,100,4950,2,20,3,8.699999999999989,4,0,1.2285523158573834,0.36567032788391157,1,1,55.257249517314705,161.2308286645996,0.05541236627404337,161.28624103087367
Boruta,100,5050,3,20,416,65.63399999999996,81,0,1.2173605614014862,0.3738403984232798,1,0.999375,12.488508072574273,27.60661902141391,2.2837574750141534,29.89037649642806
LASSO,100,5050,3,20,43,3.8209999999999695,40,0,1.250365556126217,0.35218013046358865,1,1,12.98997763458895,28.173329812261596,0.0024848115442345827,28.17581462380583
RFE,100,5050,3,20,4096,93.73999999999995,101,0.816747422415539,1.1671476668538745,0.39506230364786177,0.99890625,0.999375,3.6270617996980032,6.420418387222925,6.8737553609730595,13.294173748195984
InformationGain,100,5050,3,20,1153,1.5909999999999513,101,0.019311653672548217,1.2143150058526568,0.37478778718895844,0.9996875,0.999375,9.131171353310712,19.093544406662314,4.2994495516647,23.392993958327015
selEnergyPerm,100,5050,3,20,3,17.002000000000066,4,0,1.0053920456342131,0.5069362581949813,0.90625,0.903125,23.86033108062467,56.7561351792555,0.37045300752374566,57.126588186779244
Boruta,100,5050,4,20,76,54.50999999999999,61,0.0023828435266084196,1.0675490550889972,0.4704921931762397,0.9571875,0.955,8.300486638645861,18.519535411293678,0.8789714076404486,19.398506818934127
LASSO,100,5050,4,20,14,3.3150000000000546,16,0,1.0808249972201907,0.45939789948723075,0.9753125,0.970625,9.921585230773804,21.849582093145052,0.9760968766717334,22.825678969816785
RFE,100,5050,4,20,512,91.1049999999999,101,0.1480355472404116,1.0456234270989322,0.49020851261894194,0.91390625,0.919375,3.32051785284754,5.860212961746335,10.932702953705544,16.79291591545188
InformationGain,100,5050,4,20,143,1.5430000000000064,94,0.024108003857280617,1.0475357796819824,0.48411274253625103,0.92921875,0.925625,6.505125752138677,13.776404239615381,5.036825254799322,18.813229494414703
selEnergyPerm,100,5050,4,20,4,16.312999999999988,5,0,0.9594247664973773,0.5368672108755732,0.8790625,0.869375,14.54334691141879,35.645798311643226,0.4317653717777773,36.077563683421005
Boruta,100,5050,5,20,1138,92.16399999999999,101,0.24432630004984215,0.8675479289815244,0.6968108305460734,0.64,0.705625,10.790827363507228,2.1553839599760836,3411.2843123868142,3413.4396963467902
LASSO,100,5050,5,20,5050,1.2950000000000728,101,1,0.8028111301282833,0.7817841518843005,0.54265625,0.574375,9.606849383463404,1.1364062713354266,3174.9341057176894,3176.070511989025
RFE,100,5050,5,20,1024,86.00099999999998,101,0.2415259485570373,0.8609863585851304,0.7087758747340976,0.6234375,0.660625,10.44431114443577,1.9079099279421377,2344.1652105583166,2346.0731204862586
InformationGain,100,5050,5,20,5048,1.8550000000000182,101,0.9996076508092202,0.8028466937611624,0.7817129205395442,0.54265625,0.574375,9.608435060299477,1.136835637416566,3175.6408016958476,3176.777637333264
selEnergyPerm,100,5050,5,20,47,22.536000000000058,63,0,0.8526367821123356,0.651647187879086,0.65359375,0.655625,10.639767112551768,2.8945867049129475,2263.2525616891744,2266.1471483940873
