method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,250,31125,1,105,205,216.448,145,0.026595744680851064,1.0331509641170562,0.5147615985100886,0.87859375,0.878125,5.619586550773406,4.823409568627462,861.3960687079099,866.2194782765373
LASSO,250,31125,1,105,9,27.555,10,0,1.0476553045667198,0.48319969124628964,0.9296875,0.925,9.715838548138516,16.229970682855523,58.10153867392947,74.33150935678499
RFE,250,31125,1,105,512,444.976,221,0.032599837000814993,0.9851615756822671,0.5312641213605256,0.90125,0.918125,4.119223914265042,2.550178433686212,1476.7737100274048,1479.323888461091
InformationGain,250,31125,1,105,7009,10.418000000000056,250,0.30380553110668457,0.921360956204918,0.5810604438014358,0.83484375,0.850625,3.9294940330021855,1.8612230190575114,2915.7471285066454,2917.608351525703
selEnergyPerm,250,31125,1,105,132,121.67399999999998,143,0,0.9639112368599613,0.5651687653829537,0.8025,0.81375,3.934394010774626,2.7770644826352338,1992.0135759228683,1994.7906404055036
Boruta,250,31125,2,105,169,213.44100000000003,167,6.647462884998893e-4,1.142416248968421,0.40294286110498695,0.99984375,1,3.1022931799116322,5.2535237709367015,4.93800665962409,10.191530430560793
LASSO,250,31125,2,105,20,19.286000000000172,22,0,1.2669613373800446,0.34072720861917927,1,1,13.855850502237605,28.426408047402102,2.0249097584339144,30.451317805836016
RFE,250,31125,2,105,8,381.1659999999998,9,0,1.2155850337699623,0.37403345649605885,1,1,22.14222728075812,46.00592685294476,0.8908087161586205,46.896735569103384
InformationGain,250,31125,2,105,1947,9.354999999999905,250,0.03139619900507022,0.9156858711170797,0.5414160319726391,0.90734375,0.920625,1.4014464662519928,1.780801199534628,5.3075910602165495,7.088392259751178
selEnergyPerm,250,31125,2,105,3,107.86200000000008,4,0,1.2174086756186147,0.3727188777576326,1,1,62.16472166059242,193.86098933022956,0.11240410102468135,193.97339343125424
Boruta,250,31375,3,105,842,239.88599999999997,187,0,1.2640403835001806,0.3423443053899173,1,1,17.66918118302776,41.50389151847158,3.9943695810445545,45.498261099516135
LASSO,250,31375,3,105,47,19.079999999999927,49,0,1.294169201268465,0.32329039932200965,1,1,20.19957549159256,48.11157943881516,1.6924816975619212,49.804061136377086
RFE,250,31375,3,105,128,409.83799999999997,78,0,1.2563516613259873,0.3487989904109432,1,1,19.373015807825528,46.17416374234185,2.7083528510016914,48.88251659334354
InformationGain,250,31375,3,105,9999,9.748000000000047,251,0.017898285015317848,1.256125742299532,0.3435384321846717,1,1,10.56073685475702,22.49862544026995,0.31717680678333277,22.815802247053284
selEnergyPerm,250,31375,3,105,5,108.60800000000017,6,0,1.1827993216149995,0.39317495035963806,1,1,30.151195610887836,74.63632650537517,0.3657742853717846,75.00210079074695
Boruta,250,31375,4,105,57,217.9920000000002,55,0,1.0506477583878755,0.4780305383942734,0.9440625,0.9375,9.20326399530519,19.218218559216655,0.22694854232842962,19.445167101545085
LASSO,250,31375,4,105,5,17.536000000000058,6,0,0.9201680861597754,0.5633626895108762,0.8396875,0.834375,14.17158536258476,32.32014902047016,0.5928156434071795,32.91296466387734
RFE,250,31375,4,105,128,469.93200000000024,117,0.00754906894816306,1.0546823767563478,0.47484900091666926,0.949375,0.944375,5.83324077229385,11.589587307114186,0.042326045886430554,11.631913353000616
InformationGain,250,31375,4,105,405,9.441000000000258,221,0.012291377959872266,1.0674267253225866,0.4634885284155043,0.9659375,0.96375,5.235272511131764,10.190552197396606,2.4782876260796063,12.668839823476212
selEnergyPerm,250,31375,4,105,8,107.471,9,0,0.9168497620388867,0.5686793463050023,0.836875,0.83375,13.155792636359953,27.955280544367408,0.007877739046317065,27.963158283413726
Boruta,250,31375,5,105,1301,256.74400000000014,250,0.04529887920298879,0.9426834576520727,0.6613222352785899,0.64578125,0.655,12.37253744801175,3.1835184455167576,4262.882722365678,4266.066240811195
LASSO,250,31375,5,105,31375,8.0340000000001055,251,1,0.8009873086588417,0.8884527445722952,0.44734375,0.5525,10.489696328673586,0.9640552476047496,6887.345436855679,6888.309492103283
RFE,250,31375,5,105,16384,399.058,251,0.7953726070179298,0.8009811848449707,0.8636844496376822,0.46125,0.5375,10.522116774098388,0.9786629176763326,5692.154241179216,5693.132904096892
InformationGain,250,31375,5,105,31375,11.366999999999734,251,1,0.8009873086588417,0.8884527445722952,0.44734375,0.5525,10.489696328673586,0.9640552476047496,6887.345436855679,6888.309492103283
selEnergyPerm,250,31375,5,105,88,124.33300000000008,108,0,0.9205809507308557,0.6283821207570889,0.6890625,0.696875,11.554155220179702,2.7779748321322577,15613.74077784967,15616.518752681803
