method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,200,19900,1,181,234,157.76000000000002,131,0.024855012427506214,1.0613800035814054,0.4743873478608938,0.945625,0.9425,6.010755888832957,5.722928310953632,676.7076501715233,682.4305784824769
LASSO,200,19900,1,181,10,18.691000000000027,11,0,1.0293731374609592,0.5038944465413303,0.89125,0.9,10.556950930675466,20.155407558675034,31.339601801911687,51.49500936058672
RFE,200,19900,1,181,1024,387.2509999999999,199,0.0824891461649783,0.9899308826015445,0.5337292798559936,0.88625,0.890625,4.167115106481323,2.866872218474246,1210.605291488809,1213.4721637072832
InformationGain,200,19900,1,181,4685,7.615999999999897,200,0.32181376380145793,0.9219286203384587,0.603204670898548,0.7909375,0.821875,4.007991087553376,1.8339558471944426,2005.3793994104935,2007.213355257688
selEnergyPerm,200,19900,1,181,81,76.90800000000002,89,0,0.9639675150775919,0.5555441636987799,0.82234375,0.833125,4.534643314174333,4.32783853646831,1233.7391654849741,1238.0670040214425
Boruta,200,19900,2,181,162,151.89300000000003,143,0.006094464195022855,1.1656994892391568,0.3925527529988808,0.9996875,1,3.454828667876637,6.055983417067013,0.10836507962838862,6.164348496695402
LASSO,200,19900,2,181,13,14.673000000000002,16,0,1.264565312167535,0.3432923586611203,1,1,22.33604124813743,48.91011187208425,2.045629565417045,50.955741437501295
RFE,200,19900,2,181,8,326.28100000000006,9,0,1.2465306877668292,0.35509640256405584,1,1,23.932222188123106,48.56403851200302,2.701465120540087,51.26550363254311
InformationGain,200,19900,2,181,1798,7.288999999999987,200,0.044301719661201076,0.9675129366437449,0.5081107523288393,0.95109375,0.955625,1.5407187816558054,2.0642309464171396,11.453401679107657,13.517632625524797
selEnergyPerm,200,19900,2,181,9,63.886999999999944,10,0,1.2436840463453878,0.35677617852901106,1,1,42.2030993701226,114.15334025333117,0.05159100948998359,114.20493126282115
Boruta,200,20100,3,181,823,170.05000000000018,147,0,1.267455409597442,0.33725384880156983,1,1,15.612304751641414,35.512270629768175,0.694074683363819,36.20634531313199
LASSO,200,20100,3,181,40,15.8900000000001,42,0,1.2903497733358424,0.32539740644736814,1,1,19.34079381784345,45.48037703666514,1.0139043284925024,46.49428136515764
RFE,200,20100,3,181,1024,344.3290000000002,188,0.00662591812625199,1.266625546782352,0.3377246491366792,1,1,12.54551692563145,27.411680062146317,0.6795313977157377,28.091211459862055
InformationGain,200,20100,3,181,5866,7.730000000000018,201,0.018201801756013266,1.2623849683096642,0.3383208049881781,1,1,10.137788884208858,21.366976273656373,0.7271825708127555,22.094158844469128
selEnergyPerm,200,20100,3,181,15,66.53199999999993,19,0,1.2182082253680975,0.37059548948500914,1,1,21.775601309206476,52.299676084463044,1.866825325011325,54.16650140947437
Boruta,200,20100,4,181,72,155.14999999999986,70,0,1.014066511952223,0.5122520177501496,0.89640625,0.8925,11.67143136215464,27.677273501003366,3.5922382942509987,31.269511795254367
LASSO,200,20100,4,181,12,15.355000000000018,13,0,1.0527787534459234,0.4815761387300122,0.93546875,0.935,13.74494253608468,32.15436672125301,1.4052572910677754,33.55962401232079
RFE,200,20100,4,181,256,387.39800000000014,163,0.01973979362943024,1.0284757776783793,0.4973325533396717,0.9090625,0.915,5.642706401490568,11.51563421869797,0.780312945103452,12.295947163801422
InformationGain,200,20100,4,181,328,7.561999999999898,192,0.011026663344131573,1.0523503830945122,0.4782292433149365,0.9478125,0.950625,6.516965018165647,13.763220385016607,1.559231887088345,15.322452272104952
selEnergyPerm,200,20100,4,181,5,63.80799999999999,6,0,0.9613287738628811,0.5372111369237261,0.86390625,0.8725,17.47656959879135,41.921135555647275,12.001154372485543,53.92228992813282
Boruta,200,20100,5,181,1295,187.95299999999997,201,0.06517935258092739,0.9663773797519404,0.6107449071340176,0.7671875,0.778125,11.579975833253231,2.6213977923034886,2926.7022700826965,2929.323667875
LASSO,200,20100,5,181,20100,6.532999999999902,201,1,0.8222632295749676,0.8445116916734023,0.44328125,0.601875,10.083820763801345,0.9126768880354232,3250.2925242215124,3251.205201109548
RFE,200,20100,5,181,16384,337.37300000000005,201,0.8879796463010045,0.8252751969981028,0.8366557776942115,0.44828125,0.5775,10.119493459065657,0.9219317330073847,3338.4829937240766,3339.404925457084
InformationGain,200,20100,5,181,20097,8.677999999999884,201,0.9998507017020006,0.8222892760087976,0.8444669758267254,0.44328125,0.601875,10.084750023204165,0.9127667566776677,3250.537217916994,3251.4499846736717
selEnergyPerm,200,20100,5,181,77,72.77599999999984,93,0,0.9177132382690466,0.6054639695604549,0.7775,0.810625,11.24057546415353,2.3576090395154803,12504.395316363556,12506.752925403072
