method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,150,11175,1,99,308,104.659,121,0.031492126968257934,1.0572102529962204,0.4844830690340793,0.93390625,0.933125,6.2769065973046105,4.961747154415017,743.2301604019215,748.1919075563364
LASSO,150,11175,1,99,11175,2.642999999999997,150,1,0.8080851808598343,0.7076641887997531,0.59234375,0.599375,3.306987198675018,1.177646321125171,1148.3734887705943,1149.5511350917195
RFE,150,11175,1,99,8192,224.405,150,0.7746401494341281,0.8190905244453571,0.6946539597160062,0.613125,0.614375,3.409144318032142,1.2184161761481367,1064.4415121308384,1065.6599283069866
InformationGain,150,11175,1,99,3770,3.3239999999999803,150,0.4178294744741431,0.945161105065902,0.5901136330280261,0.78671875,0.810625,4.412852267609859,1.991273801940595,1168.2444264613166,1170.2357002632573
selEnergyPerm,150,11175,1,99,74,40.50399999999996,86,0,0.9947643568343122,0.5395479737802743,0.8428125,0.85125,4.512663026735147,2.6269771424147255,1381.9646339376807,1384.5916110800954
Boruta,150,11175,2,99,134,93.40800000000007,112,0.010973697962027521,1.1541106495323976,0.3961559794760484,1,1,4.117227100259134,7.304450364169778,19.14510785749399,26.449558221663768
LASSO,150,11175,2,99,19,8.083000000000027,21,0,1.2587387114770234,0.34738907060437224,1,1,16.279580700018496,34.98468339933678,1.6447255062486734,36.62940890558546
RFE,150,11175,2,99,8,176.497,9,0,1.2163567892009948,0.37442778560543355,0.99984375,1,14.506733523569064,26.02337472369119,14.629878574026415,40.653253297717605
InformationGain,150,11175,2,99,1293,2.680999999999983,150,0.06891747052518757,0.9422603712042477,0.5382100340101259,0.8953125,0.909375,1.681382627766689,2.271455808936389,29.55604740280075,31.827503211737138
selEnergyPerm,150,11175,2,99,3,31.980999999999995,4,0,1.215184242114261,0.3734097042774902,1,1,53.36517366121282,157.3885426724668,0.12189642660376386,157.51043909907057
Boruta,150,11325,3,99,693,118.92700000000002,142,0,1.2472030271271086,0.3529333529950191,1,1,15.384194409922127,35.24949765217515,0.10161718219198486,35.35111483436714
LASSO,150,11325,3,99,45,9.140999999999963,46,0,1.2776311425965021,0.3335696111279451,1,1,16.22245068263426,36.80511148958712,0.03019390238802505,36.83530539197515
RFE,150,11325,3,99,2048,184.5719999999999,151,0.1034678871751818,1.239975354988897,0.3565835391188343,1,1,9.693333833029847,20.36192527734097,0.5022987559328033,20.86422403327377
InformationGain,150,11325,3,99,3389,2.74899999999991,151,0.02352028332873178,1.240949366562939,0.3555370713285577,1,1,10.169395376023349,21.54944911463882,0.5765861845700506,22.12603529920887
selEnergyPerm,150,11325,3,99,6,18.728000000000065,8,0,1.1371107529505802,0.4239594253040672,0.99046875,0.988125,28.271877254555804,74.31875672556114,0.8225770378975056,75.14133376345865
Boruta,150,11325,4,99,56,58.76800000000003,51,0.005319148936170213,1.05273563293994,0.4781577987085267,0.9359375,0.935625,7.285271464049785,15.159704414522906,0.262184156760955,15.421888571283862
LASSO,150,11325,4,99,13,4.057999999999765,17,0,1.110035764007233,0.44058645632436294,0.96109375,0.96125,8.494445664827701,17.672780189206403,1.4605005145651397,19.133280703771543
RFE,150,11325,4,99,256,201.3409999999999,129,0.03818615751789976,1.0329791488049185,0.492496609089613,0.9253125,0.930625,3.6003602701335886,6.525623930936702,0.3224534402106574,6.84807737114736
InformationGain,150,11325,4,99,205,1.7929999999998927,121,0.01647848642050656,1.034209112144455,0.4908641418708893,0.9240625,0.92125,4.755754665284658,9.245508124538132,0.6725434653514631,9.918051589889595
selEnergyPerm,150,11325,4,99,6,32.60799999999995,7,0,0.9845652711124746,0.5228765162969391,0.8859375,0.884375,11.291195068476547,24.5616357121635,0.15960288993821942,24.72123860210172
Boruta,150,11325,5,99,1257,140.5039999999999,151,0.13773796192609183,0.981729481737399,0.6100959910712643,0.7021875,0.70125,11.624631181407903,3.275202170175826,4059.3239347625868,4062.5991369327626
LASSO,150,11325,5,99,11325,2.383000000000038,151,1,0.8638305609482418,0.7427275077143202,0.56703125,0.568125,9.785492043645915,1.1704744968710568,3825.012412735702,3826.182887232573
RFE,150,11325,5,99,4096,187.1579999999999,151,0.41947830841690587,0.9163036968479581,0.6830928772088399,0.625625,0.635,10.220986754795884,1.5822951030746228,3799.8583602391423,3801.440655342217
InformationGain,150,11325,5,99,11325,3.6390000000001237,151,1,0.8638305609482418,0.7427275077143202,0.56703125,0.568125,9.785492043645915,1.1704744968710568,3825.012412735702,3826.182887232573
selEnergyPerm,150,11325,5,99,64,43.748999999999796,81,0,0.910905539499206,0.6235697249059404,0.680625,0.681875,10.923607729689406,3.1557936943297684,5978.927507464335,5982.083301158665
