method,Dims,totalRatios,Scenario,seed,numRatios,compTime_sec,NumParts,CluseringCoefficient,LogLoss,TrainlogLoss,TrainAUC,crossValAUC,energyF,meansF,dispF,combinedF
Boruta,150,11175,1,168,11175,2.5090000000000003,150,1,0.7449691932591386,0.7135792635546843,0.5691666666666667,0.59,2.060970920930558,0.531124214372888,788.2554191624057,788.7865433767786
LASSO,150,11175,1,168,5,10.033000000000001,6,0,0.9424953208701279,0.5442052590617151,0.8122916666666666,0.811666666666667,5.692278115891169,7.991190115515742,38.264917622404376,46.25610773792012
RFE,150,11175,1,168,512,200.23200000000003,147,0.057567917205692105,0.9328109641657418,0.5687043331914345,0.818125,0.825,2.6456570246411717,1.1836385036042287,554.5343416403905,555.7179801439947
InformationGain,150,11175,1,168,786,3.0300000000000153,147,0.13392857142857142,0.9352313848791663,0.5663269841548437,0.8295833333333333,0.831666666666667,3.2004296946348476,1.1675413312603826,533.6429505883456,534.810491919606
selEnergyPerm,150,11175,1,168,84,39.98199999999997,92,0,0.9315116801015582,0.5629895077254176,0.7841666666666667,0.79,2.7499828860778246,1.4626546816309356,660.5380781463466,662.0007328279776
Boruta,150,11175,2,168,71,85.66199999999998,62,0.008005336891260841,1.2348378147544892,0.35577586950440576,1,1,5.170500187788825,9.862888041134012,1.7820570961058484,11.64494513723986
LASSO,150,11175,2,168,14,8.269999999999925,17,0,1.27354525283802,0.3375724565253781,1,1,20.180518642282788,47.06424291591475,0.011516495349636502,47.075759411264386
RFE,150,11175,2,168,16,164.44700000000006,17,0,1.2688678749488957,0.34017489869246237,1,1,17.94498194581299,40.201967232072434,0.13607480910249062,40.33804204117492
InformationGain,150,11175,2,168,1111,2.6479999999999677,150,0.046371132337333656,1.0252217944649649,0.4947644299521736,0.880625,0.9,1.4536723112103218,1.8973456535145832,6.833697451109403,8.731043104623986
selEnergyPerm,150,11175,2,168,4,31.619000000000028,5,0,1.251032515763948,0.3514270765403696,1,1,49.04524094845055,158.51502319867907,1.5184743547392574,160.03349755341833
Boruta,150,11325,3,168,522,101.18099999999993,109,0,1.2600330489265095,0.345870074037569,1,1,12.112987241217033,27.563997231997156,2.4486023740067834e-4,27.564242092234558
LASSO,150,11325,3,168,36,7.711999999999875,37,0,1.283316576617968,0.3310691569241682,1,1,14.761651408230168,34.18966018198503,3.4844159742983662,37.6740761562834
RFE,150,11325,3,168,4096,173.35900000000004,151,0.5765255727673516,1.2231596021226763,0.36163233414596213,1,1,5.047395645729919,9.639636552780697,1.6748212735940322,11.31445782637473
InformationGain,150,11325,3,168,2760,2.7800000000000864,151,0.010420242735111775,1.2447704827014299,0.35404170872244756,1,1,8.790033720336718,18.659552750253866,3.8417800066207493,22.501332756874614
selEnergyPerm,150,11325,3,168,8,30.743999999999915,10,0,1.1340931690482394,0.4271844309331017,0.9610416666666667,0.96,19.608409911990986,48.66798681190069,0.04560565560964923,48.71359246751034
Boruta,150,11325,4,168,24,89.30799999999999,28,0,1.0451063144571346,0.49118345353550397,0.835,0.839166666666667,5.313488746090855,10.110301038490986,8.765081975754123,18.87538301424511
LASSO,150,11325,4,168,6,5.658999999999878,7,0,1.0097641452690103,0.5067468059758107,0.848125,0.843333333333333,8.766749446202459,19.32341541141831,1.1659699420763041,20.489385353494615
RFE,150,11325,4,168,8,202.6479999999999,10,0,0.9850541581160434,0.525137625969276,0.8322916666666667,0.8275,6.264894128416878,12.030076272831462,2.221296349302963,14.251372622134426
InformationGain,150,11325,4,168,82,2.7280000000000655,73,0,1.0740002845828298,0.4688231383167622,0.8827083333333333,0.884166666666667,4.497566470400592,8.782291398876005,3.0520702603042182,11.834361659180223
selEnergyPerm,150,11325,4,168,5,31.855000000000018,6,0,0.9791990902839335,0.5278846625640855,0.8216666666666667,0.8275,8.73708590044552,18.92367215444757,0.15034106694647761,19.074013221394047
Boruta,150,11325,5,168,231,89.63300000000004,126,0.052719665271966525,0.8989012328808647,0.6104399761791972,0.7514583333333333,0.769166666666667,6.37025563478062,1.422469967400864,853.2681996938118,854.6906696612126
LASSO,150,11325,5,168,11325,2.219000000000051,151,1,0.7856807154256,0.7277374656859094,0.5695833333333333,0.591666666666667,5.3591471440178156,0.5023645106020074,1060.0732965969212,1060.5756611075233
RFE,150,11325,5,168,512,177.48000000000002,146,0.0656688493919551,0.9005402386074309,0.6220531271639664,0.7510416666666667,0.779166666666667,6.166525236758548,1.3336213831533434,820.7260384000098,822.0596597831632
InformationGain,150,11325,5,168,10978,3.3610000000001037,151,0.970784022969455,0.7890707765352424,0.724368174119541,0.5739583333333333,0.594166666666667,5.3965508609020105,0.5132787017773468,1069.0680435913334,1069.5813222931108
selEnergyPerm,150,11325,5,168,81,39.69200000000001,91,0,0.9045053334745469,0.5835047745134284,0.7458333333333333,0.755,6.056376666289897,1.4591282124546054,1582.7289252858475,1584.188053498302
