numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
11175,0.9780000000000015,R,0.013425170068027271,77,150,Empirical,ANOSIM,0.40397350993377484,scenario2,Unbalanced,150
11175,1.9379999999999988,permanovaF,1.2710954443893967,77,150,Empirical,PERMANOVA,0.019867549668874173,scenario2,Unbalanced,150
11175,99.25200000000001,estat,759.0814953481708,77,150,Empirical,Energy_Aitch_ALL,0.2781456953642384,scenario2,Unbalanced,150
11175,4.305,permDispF,0.8278761699880182,77,150,Empirical,PermDisp2,0.543046357615894,scenario2,Unbalanced,150
46,3524.637,raw_energyStat,25.08372136586948,77,150,Empirical,selProPerm,0.18543046357615894,scenario2,Unbalanced,150
46,3524.637,mds_normEnergy,0.06863000706159812,77,150,Empirical,selProPerm,0.2980132450331126,scenario2,Unbalanced,150
46,3524.637,scaleEStat_mds,7.109542974142587,77,150,Empirical,selProPerm,0.304635761589404,scenario2,Unbalanced,150
46,3524.637,PermanovaF,2.751445294731923,77,150,Empirical,selProPerm,0.32450331125827814,scenario2,Unbalanced,150
46,3524.637,PermanovaF_mds,5.4219470745829454,77,150,Empirical,selProPerm,0.33112582781456956,scenario2,Unbalanced,150
46,3524.637,betaDispF,77.93563000527409,77,150,Empirical,selProPerm,0.11920529801324503,scenario2,Unbalanced,150
46,3524.637,betaDispF_mds,35.98888482943723,77,150,Empirical,selProPerm,0.1390728476821192,scenario2,Unbalanced,150
46,3524.637,AnosimR,0.5247627551020407,77,150,Empirical,selProPerm,0.2251655629139073,scenario2,Unbalanced,150
46,3524.637,EnergyF,2.309947146993359,77,150,Empirical,selProPerm,0.31788079470198677,scenario2,Unbalanced,150
46,3524.637,energyCor,0.4040597197240081,77,150,Empirical,selProPerm,0.2980132450331126,scenario2,Unbalanced,150
46,3524.637,energyBiasedCorrecCor,0.10206950637717452,77,150,Empirical,selProPerm,0.33774834437086093,scenario2,Unbalanced,150
46,3524.637,rous_cF,39.44664907655659,77,150,Empirical,selProPerm,0.23178807947019867,scenario2,Unbalanced,150
46,3524.637,rous_krusStat,19.753086419753117,77,150,Empirical,selProPerm,0.4966887417218543,scenario2,Unbalanced,150
46,3524.637,combinedF,56.66327205817801,77,150,Empirical,selProPerm,0.12582781456953643,scenario2,Unbalanced,150
46,3524.637,ScaledF,6.697905827945939,77,150,Empirical,selProPerm,0.31788079470198677,scenario2,Unbalanced,150
46,3524.637,testStat,56.66327205817801,77,150,Empirical,selProPerm,0.12582781456953643,scenario2,Unbalanced,150
