numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
31125,2.0070000000000014,R,6.410256410256668e-4,75,150,Empirical,ANOSIM,0.4304635761589404,scenario1,Balanced,250
31125,2.9689999999999976,permanovaF,1.0955200402197676,75,150,Empirical,PERMANOVA,0.1390728476821192,scenario1,Balanced,250
31125,397.787,estat,949.1722312270969,75,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario1,Balanced,250
31125,6.4049999999999905,permDispF,2014.287132934903,75,150,Empirical,PermDisp2,0.006622516556291391,scenario1,Balanced,250
84,15230.454,raw_energyStat,36.30591610909062,75,150,Empirical,selProPerm,0.15894039735099338,scenario1,Balanced,250
84,15230.454,mds_normEnergy,0.09156398390578233,75,150,Empirical,selProPerm,0.3509933774834437,scenario1,Balanced,250
84,15230.454,scaleEStat_mds,13.052140647592529,75,150,Empirical,selProPerm,0.3708609271523179,scenario1,Balanced,250
84,15230.454,PermanovaF,2.413877884020177,75,150,Empirical,selProPerm,0.9072847682119205,scenario1,Balanced,250
84,15230.454,PermanovaF_mds,4.948101628786748,75,150,Empirical,selProPerm,0.8013245033112583,scenario1,Balanced,250
84,15230.454,betaDispF,3111.4774730250915,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,betaDispF_mds,82.90152991155368,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,AnosimR,0.031120192307692297,75,150,Empirical,selProPerm,0.9867549668874173,scenario1,Balanced,250
84,15230.454,EnergyF,3.766995199033986,75,150,Empirical,selProPerm,0.23178807947019867,scenario1,Balanced,250
84,15230.454,energyCor,0.5721172978146845,75,150,Empirical,selProPerm,0.033112582781456956,scenario1,Balanced,250
84,15230.454,energyBiasedCorrecCor,0.4370341059682683,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,rous_cF,85.47284267934023,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,rous_krusStat,37.5712037037037,75,150,Empirical,selProPerm,0.019867549668874173,scenario1,Balanced,250
84,15230.454,combinedF,2165.5411598234346,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,ScaledF,24.64106854830882,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
84,15230.454,testStat,2165.5411598234346,75,150,Empirical,selProPerm,0.006622516556291391,scenario1,Balanced,250
