numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
11175,1.5940000000000012,R,-0.7973690476190475,7,150,Empirical,ANOSIM,1,scenario1,Unbalanced,150
11175,2.2890000000000015,permanovaF,0.9883039149241714,7,150,Empirical,PERMANOVA,0.5165562913907285,scenario1,Unbalanced,150
11175,132.13,estat,511.84825539254166,7,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario1,Unbalanced,150
11175,5.779000000000018,permDispF,891.1978755543682,7,150,Empirical,PermDisp2,0.006622516556291391,scenario1,Unbalanced,150
93,5057.322,raw_energyStat,12.813296466997105,7,150,Empirical,selProPerm,0.6821192052980133,scenario1,Unbalanced,150
93,5057.322,mds_normEnergy,0.049338112823612286,7,150,Empirical,selProPerm,0.7152317880794702,scenario1,Unbalanced,150
93,5057.322,scaleEStat_mds,3.0605821476885815,7,150,Empirical,selProPerm,0.8874172185430463,scenario1,Unbalanced,150
93,5057.322,PermanovaF,1.2092918353409523,7,150,Empirical,selProPerm,1,scenario1,Unbalanced,150
93,5057.322,PermanovaF_mds,1.4523791922322833,7,150,Empirical,selProPerm,0.8807947019867549,scenario1,Unbalanced,150
93,5057.322,betaDispF,623.1104242783422,7,150,Empirical,selProPerm,0.006622516556291391,scenario1,Unbalanced,150
93,5057.322,betaDispF_mds,19.909584239814937,7,150,Empirical,selProPerm,0.39072847682119205,scenario1,Unbalanced,150
93,5057.322,AnosimR,-0.7116301020408163,7,150,Empirical,selProPerm,1,scenario1,Unbalanced,150
93,5057.322,EnergyF,2.342312228179508,7,150,Empirical,selProPerm,0.5231788079470199,scenario1,Unbalanced,150
93,5057.322,energyCor,0.4606557468804832,7,150,Empirical,selProPerm,0.19205298013245034,scenario1,Unbalanced,150
93,5057.322,energyBiasedCorrecCor,0.26444640261300834,7,150,Empirical,selProPerm,0.033112582781456956,scenario1,Unbalanced,150
93,5057.322,rous_cF,66.14899610857627,7,150,Empirical,selProPerm,0.006622516556291391,scenario1,Unbalanced,150
93,5057.322,rous_krusStat,41.10234567901239,7,150,Empirical,selProPerm,0.006622516556291391,scenario1,Unbalanced,150
93,5057.322,combinedF,416.1074495662351,7,150,Empirical,selProPerm,0.006622516556291391,scenario1,Unbalanced,150
93,5057.322,ScaledF,11.967566837679765,7,150,Empirical,selProPerm,0.09933774834437085,scenario1,Unbalanced,150
93,5057.322,testStat,416.1074495662351,7,150,Empirical,selProPerm,0.006622516556291391,scenario1,Unbalanced,150
