Type,Seed,fname,rep,num_ratios,tstat,optMetric
empirical,10,fecalCalProtectin_ALL,1,27,92.50697151325146,combinedF
null,10,fecalCalProtectin_ALL,1,20,41.36547572679606,combinedF
null,10,fecalCalProtectin_ALL,2,7,21.19849679436262,combinedF
null,10,fecalCalProtectin_ALL,3,27,46.857724003399596,combinedF
null,10,fecalCalProtectin_ALL,4,24,66.62581451048257,combinedF
null,10,fecalCalProtectin_ALL,5,27,22.875283012994977,combinedF
null,10,fecalCalProtectin_ALL,6,6,21.38335461841884,combinedF
null,10,fecalCalProtectin_ALL,7,27,53.341476293235736,combinedF
null,10,fecalCalProtectin_ALL,8,17,41.61770075784062,combinedF
null,10,fecalCalProtectin_ALL,9,14,38.78775451502993,combinedF
null,10,fecalCalProtectin_ALL,10,27,37.55758286595771,combinedF
null,10,fecalCalProtectin_ALL,11,24,46.306527727116325,combinedF
null,10,fecalCalProtectin_ALL,12,27,47.97667981443414,combinedF
null,10,fecalCalProtectin_ALL,13,26,29.878581716710475,combinedF
null,10,fecalCalProtectin_ALL,14,24,55.20175594974402,combinedF
null,10,fecalCalProtectin_ALL,15,19,42.077000110794145,combinedF
null,10,fecalCalProtectin_ALL,16,20,39.35731780379364,combinedF
null,10,fecalCalProtectin_ALL,17,27,44.0793822524837,combinedF
null,10,fecalCalProtectin_ALL,18,16,41.51744108413956,combinedF
null,10,fecalCalProtectin_ALL,19,20,53.146413643557445,combinedF
null,10,fecalCalProtectin_ALL,20,22,46.49557478485156,combinedF
null,10,fecalCalProtectin_ALL,21,27,36.924642111637006,combinedF
null,10,fecalCalProtectin_ALL,22,27,49.19748464325423,combinedF
null,10,fecalCalProtectin_ALL,23,27,36.89777722356167,combinedF
null,10,fecalCalProtectin_ALL,24,27,49.429395631952936,combinedF
null,10,fecalCalProtectin_ALL,25,27,29.628942005684298,combinedF
null,10,fecalCalProtectin_ALL,26,27,57.00949357502485,combinedF
null,10,fecalCalProtectin_ALL,27,27,80.06178009326167,combinedF
null,10,fecalCalProtectin_ALL,28,22,32.98228104476047,combinedF
null,10,fecalCalProtectin_ALL,29,22,41.90200194682427,combinedF
null,10,fecalCalProtectin_ALL,30,24,36.23058082755442,combinedF
null,10,fecalCalProtectin_ALL,31,27,41.52630634537607,combinedF
null,10,fecalCalProtectin_ALL,32,27,35.27478797467026,combinedF
null,10,fecalCalProtectin_ALL,33,7,27.36096717728318,combinedF
null,10,fecalCalProtectin_ALL,34,14,50.801811318556545,combinedF
null,10,fecalCalProtectin_ALL,35,27,40.36905723214108,combinedF
null,10,fecalCalProtectin_ALL,36,14,35.94888157553824,combinedF
null,10,fecalCalProtectin_ALL,37,27,51.53007987771805,combinedF
null,10,fecalCalProtectin_ALL,38,15,16.46542830985527,combinedF
null,10,fecalCalProtectin_ALL,39,15,30.762599300176966,combinedF
null,10,fecalCalProtectin_ALL,40,27,41.24438238853582,combinedF
null,10,fecalCalProtectin_ALL,41,27,58.2951439171744,combinedF
null,10,fecalCalProtectin_ALL,42,27,81.01752411046004,combinedF
null,10,fecalCalProtectin_ALL,43,20,31.927014874034416,combinedF
null,10,fecalCalProtectin_ALL,44,22,53.30351179971444,combinedF
null,10,fecalCalProtectin_ALL,45,27,36.20459897882892,combinedF
