numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
11325,0.9610000000000021,R,-0.012645032051282042,77,150,Empirical,ANOSIM,0.7615894039735099,scenario3,Balanced,150
11325,1.5969999999999978,permanovaF,0.9527808076342457,77,150,Empirical,PERMANOVA,0.6490066225165563,scenario3,Balanced,150
11325,94.892,estat,264.81659831818547,77,150,Empirical,Energy_Aitch_ALL,0.6754966887417219,scenario3,Balanced,150
11325,4.152000000000008,permDispF,3.2142244220876566,77,150,Empirical,PermDisp2,0.07947019867549669,scenario3,Balanced,150
4,2762.678,raw_energyStat,16.23772763952184,77,150,Empirical,selProPerm,0.059602649006622516,scenario3,Balanced,150
4,2762.678,mds_normEnergy,0.08987443608557145,77,150,Empirical,selProPerm,0.059602649006622516,scenario3,Balanced,150
4,2762.678,scaleEStat_mds,12.693673595689267,77,150,Empirical,selProPerm,0.052980132450331126,scenario3,Balanced,150
4,2762.678,PermanovaF,9.919700304054752,77,150,Empirical,selProPerm,0.08609271523178808,scenario3,Balanced,150
4,2762.678,PermanovaF_mds,15.207449945318553,77,150,Empirical,selProPerm,0.07947019867549669,scenario3,Balanced,150
4,2762.678,betaDispF,0.9024221025512185,77,150,Empirical,selProPerm,0.33774834437086093,scenario3,Balanced,150
4,2762.678,betaDispF_mds,0.9843403504097248,77,150,Empirical,selProPerm,0.3509933774834437,scenario3,Balanced,150
4,2762.678,AnosimR,0.15238541666666666,77,150,Empirical,selProPerm,0.09933774834437085,scenario3,Balanced,150
4,2762.678,EnergyF,5.413526118522071,77,150,Empirical,selProPerm,0.09271523178807947,scenario3,Balanced,150
4,2762.678,energyCor,0.4652113881534879,77,150,Empirical,selProPerm,0.08609271523178808,scenario3,Balanced,150
4,2762.678,energyBiasedCorrecCor,0.1912377574306847,77,150,Empirical,selProPerm,0.07947019867549669,scenario3,Balanced,150
4,2762.678,rous_cF,11.544997398509624,77,150,Empirical,selProPerm,0.033112582781456956,scenario3,Balanced,150
4,2762.678,rous_krusStat,9.780092592592581,77,150,Empirical,selProPerm,0.09271523178807947,scenario3,Balanced,150
4,2762.678,combinedF,11.611692388051583,77,150,Empirical,selProPerm,0.07947019867549669,scenario3,Balanced,150
4,2762.678,ScaledF,10.622240621441007,77,150,Empirical,selProPerm,0.07947019867549669,scenario3,Balanced,150
4,2762.678,testStat,5.413526118522071,77,150,Empirical,selProPerm,0.09271523178807947,scenario3,Balanced,150
