numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions
1275,1.0939999999999976,R,-0.0064260204081631545,81,150,Empirical,ANOSIM,0.5894039735099338,scenario4,Unbalanced,50
1275,2.2620000000000005,permanovaF,0.8988050985787873,81,150,Empirical,PERMANOVA,0.6887417218543046,scenario4,Unbalanced,50
1275,13.077999999999996,estat,106.45978242075415,81,150,Empirical,Energy_Aitch_ALL,0.2251655629139073,scenario4,Unbalanced,50
1275,5.184000000000001,permDispF,0.6973472067709686,81,150,Empirical,PermDisp2,0.5165562913907285,scenario4,Unbalanced,50
10,1327.991,raw_energyStat,21.21154415382007,81,150,Empirical,selProPerm,0.052980132450331126,scenario4,Unbalanced,50
10,1327.991,mds_normEnergy,0.09414249338215822,81,150,Empirical,selProPerm,0.18543046357615894,scenario4,Unbalanced,50
10,1327.991,scaleEStat_mds,10.145759290199788,81,150,Empirical,selProPerm,0.17880794701986755,scenario4,Unbalanced,50
10,1327.991,PermanovaF,9.483275984201066,81,150,Empirical,selProPerm,0.039735099337748346,scenario4,Unbalanced,50
10,1327.991,PermanovaF_mds,14.112733482469388,81,150,Empirical,selProPerm,0.12582781456953643,scenario4,Unbalanced,50
10,1327.991,betaDispF,0.9040697071664421,81,150,Empirical,selProPerm,0.45695364238410596,scenario4,Unbalanced,50
10,1327.991,betaDispF_mds,4.0693602834109965,81,150,Empirical,selProPerm,0.17880794701986755,scenario4,Unbalanced,50
10,1327.991,AnosimR,0.22677295918367346,81,150,Empirical,selProPerm,0.2582781456953642,scenario4,Unbalanced,50
10,1327.991,EnergyF,4.7518299072490375,81,150,Empirical,selProPerm,0.0728476821192053,scenario4,Unbalanced,50
10,1327.991,energyCor,0.45459628342035996,81,150,Empirical,selProPerm,0.09271523178807947,scenario4,Unbalanced,50
10,1327.991,energyBiasedCorrecCor,0.17521180300293562,81,150,Empirical,selProPerm,0.09933774834437085,scenario4,Unbalanced,50
10,1327.991,rous_cF,12.014564242422356,81,150,Empirical,selProPerm,0.16556291390728478,scenario4,Unbalanced,50
10,1327.991,rous_krusStat,12.094938271604917,81,150,Empirical,selProPerm,0.23841059602649006,scenario4,Unbalanced,50
10,1327.991,combinedF,10.743237818382692,81,150,Empirical,selProPerm,0.15894039735099338,scenario4,Unbalanced,50
10,1327.991,ScaledF,9.855016397010465,81,150,Empirical,selProPerm,0.09271523178807947,scenario4,Unbalanced,50
10,1327.991,testStat,4.7518299072490375,81,150,Empirical,selProPerm,0.0728476821192053,scenario4,Unbalanced,50
