numRatios,compTime,Statistic,Value,Seed,permNumber,type,test,p,scenario,sampleDesign,dimensions,methStat,reject,Distr
31375,535.549,estat,574.2320823876958,31,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario4,Balanced,250,Energy,1,different
31375,8.333999999999968,permDispF,0.09451352280824342,31,150,Empirical,PermDisp2,0.7549668874172185,scenario4,Balanced,250,PERMDISP2,0,different
3,16878.556,testStat,19.985199389376714,31,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.3159999999999883,R,0.046858974358974306,31,150,Empirical,ANOSIM,0.006622516556291391,scenario4,Balanced,50,ANOSIM,1,different
1275,17.092,estat,134.5436894889815,31,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario4,Balanced,50,Energy,1,different
1275,6.658999999999992,permDispF,0.3459415529189661,31,150,Empirical,PermDisp2,0.543046357615894,scenario4,Balanced,50,PERMDISP2,0,different
10,1842.408,testStat,27.4815692573708,31,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,50,selEnergyPerm,1,different
11325,1.426000000000002,R,-0.04832738095238103,31,150,Empirical,ANOSIM,0.8079470198675497,scenario4,Unbalanced,150,ANOSIM,0,different
11325,139.00199999999998,estat,324.08133858449787,31,150,Empirical,Energy_Aitch_ALL,0.09933774834437085,scenario4,Unbalanced,150,Energy,0,different
11325,6.916000000000004,permDispF,5.498976304777343,31,150,Empirical,PermDisp2,0.08609271523178808,scenario4,Unbalanced,150,PERMDISP2,0,different
6,4483.993,testStat,12.132260758134922,31,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,150,selEnergyPerm,1,different
31375,2.038000000000004,R,-0.026713435374149642,31,150,Empirical,ANOSIM,0.6357615894039735,scenario4,Unbalanced,250,ANOSIM,0,different
31375,417.21200000000005,estat,506.4384826432291,31,150,Empirical,Energy_Aitch_ALL,0.3841059602649007,scenario4,Unbalanced,250,Energy,0,different
31375,6.383000000000024,permDispF,3.2985347264112566,31,150,Empirical,PermDisp2,0.31125827814569534,scenario4,Unbalanced,250,PERMDISP2,0,different
25,14153.665,testStat,10.220632506147036,31,150,Empirical,selProPerm,0.013245033112582781,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.0749999999999957,R,0.015358843537414998,31,150,Empirical,ANOSIM,0.39072847682119205,scenario4,Unbalanced,50,ANOSIM,0,different
1275,12.449999999999996,estat,120.31880938571781,31,150,Empirical,Energy_Aitch_ALL,0.046357615894039736,scenario4,Unbalanced,50,Energy,1,different
1275,4.910999999999994,permDispF,1.0324722511475979,31,150,Empirical,PermDisp2,0.3509933774834437,scenario4,Unbalanced,50,PERMDISP2,0,different
11,1291.594,testStat,4.471639565012957,31,150,Empirical,selProPerm,0.07947019867549669,scenario4,Unbalanced,50,selEnergyPerm,0,different
11325,1.5410000000000004,R,0.027904647435897476,32,150,Empirical,ANOSIM,0.026490066225165563,scenario4,Balanced,150,ANOSIM,1,different
11325,156.125,estat,335.5333241118251,32,150,Empirical,Energy_Aitch_ALL,0.039735099337748346,scenario4,Balanced,150,Energy,1,different
11325,6.676000000000002,permDispF,0.3185721119198331,32,150,Empirical,PermDisp2,0.5960264900662252,scenario4,Balanced,150,PERMDISP2,0,different
6,4454.308,testStat,12.785398765287654,32,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,1.9790000000000063,R,0.02583894230769236,32,150,Empirical,ANOSIM,0.046357615894039736,scenario4,Balanced,250,ANOSIM,1,different
31375,390.70300000000003,estat,538.5334208641484,32,150,Empirical,Energy_Aitch_ALL,0.0728476821192053,scenario4,Balanced,250,Energy,0,different
31375,6.530999999999992,permDispF,0.023706387409747467,32,150,Empirical,PermDisp2,0.8344370860927153,scenario4,Balanced,250,PERMDISP2,0,different
20,14699.656,testStat,45.64374778163217,32,150,Empirical,selProPerm,0.019867549668874173,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.331000000000003,R,0.010470352564102484,32,150,Empirical,ANOSIM,0.2582781456953642,scenario4,Balanced,50,ANOSIM,0,different
1275,16.909000000000006,estat,104.12135706199706,32,150,Empirical,Energy_Aitch_ALL,0.32450331125827814,scenario4,Balanced,50,Energy,0,different
1275,6.6850000000000165,permDispF,0.9071099522507239,32,150,Empirical,PermDisp2,0.33774834437086093,scenario4,Balanced,50,PERMDISP2,0,different
5,1751.533,testStat,7.202244659293759,32,150,Empirical,selProPerm,0.019867549668874173,scenario4,Balanced,50,selEnergyPerm,1,different
11325,1.4050000000000011,R,0.07083758503401363,32,150,Empirical,ANOSIM,0.1390728476821192,scenario4,Unbalanced,150,ANOSIM,0,different
11325,139.448,estat,319.0131356377114,32,150,Empirical,Energy_Aitch_ALL,0.1390728476821192,scenario4,Unbalanced,150,Energy,0,different
11325,6.2540000000000155,permDispF,0.012505452273555586,32,150,Empirical,PermDisp2,0.9536423841059603,scenario4,Unbalanced,150,PERMDISP2,0,different
3,4267.858,testStat,25.67064571707333,32,150,Empirical,selProPerm,0.013245033112582781,scenario4,Unbalanced,150,selEnergyPerm,1,different
31375,2.8519999999999897,R,0.006050170068027179,32,150,Empirical,ANOSIM,0.423841059602649,scenario4,Unbalanced,250,ANOSIM,0,different
31375,526.106,estat,543.1992838057465,32,150,Empirical,Energy_Aitch_ALL,0.052980132450331126,scenario4,Unbalanced,250,Energy,0,different
31375,8.660999999999966,permDispF,4.8001233643359935,32,150,Empirical,PermDisp2,0.2847682119205298,scenario4,Unbalanced,250,PERMDISP2,0,different
3,16791.342,testStat,19.40652576539527,32,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.1120000000000019,R,0.052823979591836705,32,150,Empirical,ANOSIM,0.1390728476821192,scenario4,Unbalanced,50,ANOSIM,0,different
1275,13.637,estat,113.90240691207893,32,150,Empirical,Energy_Aitch_ALL,0.039735099337748346,scenario4,Unbalanced,50,Energy,1,different
1275,5.322000000000003,permDispF,0.0729498869328209,32,150,Empirical,PermDisp2,0.8278145695364238,scenario4,Unbalanced,50,PERMDISP2,0,different
3,1341.493,testStat,11.061439451791967,32,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,1.5079999999999991,R,0.03580208333333337,33,150,Empirical,ANOSIM,0.019867549668874173,scenario4,Balanced,150,ANOSIM,1,different
11325,157.052,estat,346.12986511972736,33,150,Empirical,Energy_Aitch_ALL,0.013245033112582781,scenario4,Balanced,150,Energy,1,different
11325,6.703999999999986,permDispF,0.22397071507771676,33,150,Empirical,PermDisp2,0.6423841059602649,scenario4,Balanced,150,PERMDISP2,0,different
4,4458.7480000000005,testStat,41.23567245309087,33,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,1.9890000000000043,R,-0.016197916666666676,33,150,Empirical,ANOSIM,0.847682119205298,scenario4,Balanced,250,ANOSIM,0,different
31375,372.316,estat,495.8639043631865,33,150,Empirical,Energy_Aitch_ALL,0.6423841059602649,scenario4,Balanced,250,Energy,0,different
31375,6.357999999999997,permDispF,0.11007884433823284,33,150,Empirical,PermDisp2,0.7483443708609272,scenario4,Balanced,250,PERMDISP2,0,different
16,14454.095,testStat,10.564278056732626,33,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.335000000000008,R,0.028226762820512806,33,150,Empirical,ANOSIM,0.0728476821192053,scenario4,Balanced,50,ANOSIM,0,different
1275,16.656999999999996,estat,109.03052761866746,33,150,Empirical,Energy_Aitch_ALL,0.16556291390728478,scenario4,Balanced,50,Energy,0,different
1275,6.554000000000002,permDispF,0.24320079425668178,33,150,Empirical,PermDisp2,0.6357615894039735,scenario4,Balanced,50,PERMDISP2,0,different
3,1687.023,testStat,11.41356396178442,33,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,50,selEnergyPerm,1,different
11325,1.5519999999999996,R,0.011937925170068094,33,150,Empirical,ANOSIM,0.40397350993377484,scenario4,Unbalanced,150,ANOSIM,0,different
11325,151.164,estat,327.01877422893944,33,150,Empirical,Energy_Aitch_ALL,0.059602649006622516,scenario4,Unbalanced,150,Energy,0,different
11325,7.046999999999979,permDispF,1.0871023766175756,33,150,Empirical,PermDisp2,0.5231788079470199,scenario4,Unbalanced,150,PERMDISP2,0,different
3,3221.786,testStat,18.211030982200974,33,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,150,selEnergyPerm,1,different
31375,2.875,R,-0.08388945578231291,33,150,Empirical,ANOSIM,0.9271523178807947,scenario4,Unbalanced,250,ANOSIM,0,different
31375,532.895,estat,509.3450591290579,33,150,Empirical,Energy_Aitch_ALL,0.37748344370860926,scenario4,Unbalanced,250,Energy,0,different
31375,8.2340000000000515,permDispF,10.084094177388778,33,150,Empirical,PermDisp2,0.0728476821192053,scenario4,Unbalanced,250,PERMDISP2,0,different
6,14208.687,testStat,14.259355841727317,33,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.115000000000002,R,-0.0020374149659864653,33,150,Empirical,ANOSIM,0.5099337748344371,scenario4,Unbalanced,50,ANOSIM,0,different
1275,13.403999999999996,estat,98.42026398484386,33,150,Empirical,Energy_Aitch_ALL,0.3443708609271523,scenario4,Unbalanced,50,Energy,0,different
1275,5.312000000000005,permDispF,0.4488430892355426,33,150,Empirical,PermDisp2,0.609271523178808,scenario4,Unbalanced,50,PERMDISP2,0,different
8,1349.833,testStat,3.6801484915627802,33,150,Empirical,selProPerm,0.3443708609271523,scenario4,Unbalanced,50,selEnergyPerm,0,different
11325,1.352999999999998,R,0.005946314102564003,34,150,Empirical,ANOSIM,0.4105960264900662,scenario4,Balanced,150,ANOSIM,0,different
11325,132.691,estat,301.86505560943374,34,150,Empirical,Energy_Aitch_ALL,0.5298013245033113,scenario4,Balanced,150,Energy,0,different
11325,6.255000000000006,permDispF,1.57407931479445,34,150,Empirical,PermDisp2,0.2052980132450331,scenario4,Balanced,150,PERMDISP2,0,different
3,4332.115000000001,testStat,16.13570904046431,34,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,2.3149999999999977,R,0.017487980769230714,34,150,Empirical,ANOSIM,0.10596026490066225,scenario4,Balanced,250,ANOSIM,0,different
31375,422.684,estat,532.6444170988896,34,150,Empirical,Energy_Aitch_ALL,0.09933774834437085,scenario4,Balanced,250,Energy,0,different
31375,7.20500000000002,permDispF,0.5743817907037237,34,150,Empirical,PermDisp2,0.48344370860927155,scenario4,Balanced,250,PERMDISP2,0,different
15,14221.065,testStat,10.435133590104419,34,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.4120000000000061,R,0.005850961538461617,34,150,Empirical,ANOSIM,0.36423841059602646,scenario4,Balanced,50,ANOSIM,0,different
1275,16.870000000000005,estat,108.21277418237855,34,150,Empirical,Energy_Aitch_ALL,0.17218543046357615,scenario4,Balanced,50,Energy,0,different
1275,6.559000000000012,permDispF,0.14890248567220796,34,150,Empirical,PermDisp2,0.695364238410596,scenario4,Balanced,50,PERMDISP2,0,different
4,1715.2420000000002,testStat,9.284771146962141,34,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,50,selEnergyPerm,1,different
11325,0.847999999999999,R,-0.018361394557823128,34,150,Empirical,ANOSIM,0.6490066225165563,scenario4,Unbalanced,150,ANOSIM,0,different
11325,87.054,estat,292.37576166177206,34,150,Empirical,Energy_Aitch_ALL,0.6357615894039735,scenario4,Unbalanced,150,Energy,0,different
11325,3.987000000000009,permDispF,2.2321970935426894,34,150,Empirical,PermDisp2,0.33774834437086093,scenario4,Unbalanced,150,PERMDISP2,0,different
5,2557.633,testStat,8.498173123363294,34,150,Empirical,selProPerm,0.026490066225165563,scenario4,Unbalanced,150,selEnergyPerm,1,different
31375,2.7509999999999977,R,0.08134948979591848,34,150,Empirical,ANOSIM,0.059602649006622516,scenario4,Unbalanced,250,ANOSIM,0,different
31375,436.423,estat,529.9048001374488,34,150,Empirical,Energy_Aitch_ALL,0.11258278145695365,scenario4,Unbalanced,250,Energy,0,different
31375,7.692999999999948,permDispF,0.2137966055114874,34,150,Empirical,PermDisp2,0.8940397350993378,scenario4,Unbalanced,250,PERMDISP2,0,different
3,14208.670000000002,testStat,23.048055935536183,34,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.100999999999992,R,0.058476190476190376,34,150,Empirical,ANOSIM,0.17218543046357615,scenario4,Unbalanced,50,ANOSIM,0,different
1275,13.213999999999999,estat,123.6463564965112,34,150,Empirical,Energy_Aitch_ALL,0.013245033112582781,scenario4,Unbalanced,50,Energy,1,different
1275,5.242999999999995,permDispF,0.3276706137323737,34,150,Empirical,PermDisp2,0.6887417218543046,scenario4,Unbalanced,50,PERMDISP2,0,different
5,1303.008,testStat,8.886595569028417,34,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,1.5350000000000001,R,-0.003975160256410347,35,150,Empirical,ANOSIM,0.6887417218543046,scenario4,Balanced,150,ANOSIM,0,different
11325,148.42399999999998,estat,300.4045711331844,35,150,Empirical,Energy_Aitch_ALL,0.6688741721854304,scenario4,Balanced,150,Energy,0,different
11325,6.594999999999985,permDispF,0.3708014475128462,35,150,Empirical,PermDisp2,0.5960264900662252,scenario4,Balanced,150,PERMDISP2,0,different
7,3918.3650000000002,testStat,9.682563451323729,35,150,Empirical,selProPerm,0.019867549668874173,scenario4,Balanced,150,selEnergyPerm,1,different
31375,4.674999999999997,R,0.029016025641025657,35,150,Empirical,ANOSIM,0.026490066225165563,scenario4,Balanced,250,ANOSIM,1,different
31375,627.975,estat,557.5205435545968,35,150,Empirical,Energy_Aitch_ALL,0.019867549668874173,scenario4,Balanced,250,Energy,1,different
31375,9.621000000000059,permDispF,1.5413978948187228,35,150,Empirical,PermDisp2,0.24503311258278146,scenario4,Balanced,250,PERMDISP2,0,different
16,15025.932999999999,testStat,49.50534849139005,35,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.3030000000000115,R,0.035826121794871775,35,150,Empirical,ANOSIM,0.013245033112582781,scenario4,Balanced,50,ANOSIM,1,different
1275,16.595000000000013,estat,127.13299495913844,35,150,Empirical,Energy_Aitch_ALL,0.013245033112582781,scenario4,Balanced,50,Energy,1,different
1275,6.660000000000011,permDispF,0.7403227833118977,35,150,Empirical,PermDisp2,0.31125827814569534,scenario4,Balanced,50,PERMDISP2,0,different
3,1712.5510000000002,testStat,14.516193684257656,35,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,50,selEnergyPerm,1,different
11325,1.3099999999999952,R,0.07232823129251707,35,150,Empirical,ANOSIM,0.1390728476821192,scenario4,Unbalanced,150,ANOSIM,0,different
11325,129.048,estat,319.34624876942337,35,150,Empirical,Energy_Aitch_ALL,0.2781456953642384,scenario4,Unbalanced,150,Energy,0,different
11325,6.061999999999973,permDispF,5.889587110303704e-4,35,150,Empirical,PermDisp2,1,scenario4,Unbalanced,150,PERMDISP2,0,different
41,3858.005,testStat,49.283811884760176,35,150,Empirical,selProPerm,0.2980132450331126,scenario4,Unbalanced,150,selEnergyPerm,0,different
31375,3.024000000000001,R,0.12314370748299322,35,150,Empirical,ANOSIM,0.046357615894039736,scenario4,Unbalanced,250,ANOSIM,1,different
31375,438.32599999999996,estat,519.0001751117723,35,150,Empirical,Energy_Aitch_ALL,0.3576158940397351,scenario4,Unbalanced,250,Energy,0,different
31375,7.457999999999991,permDispF,0.19518802157448373,35,150,Empirical,PermDisp2,0.9337748344370861,scenario4,Unbalanced,250,PERMDISP2,0,different
68,15000.507,testStat,75.5882387177634,35,150,Empirical,selProPerm,0.7284768211920529,scenario4,Unbalanced,250,selEnergyPerm,0,different
1275,1.1110000000000042,R,0.07673724489795931,35,150,Empirical,ANOSIM,0.08609271523178808,scenario4,Unbalanced,50,ANOSIM,0,different
1275,13.184000000000005,estat,124.79381067691897,35,150,Empirical,Energy_Aitch_ALL,0.019867549668874173,scenario4,Unbalanced,50,Energy,1,different
1275,5.217000000000006,permDispF,5.981365769254135e-4,35,150,Empirical,PermDisp2,0.9801324503311258,scenario4,Unbalanced,50,PERMDISP2,0,different
15,1462.364,testStat,26.42325229224746,35,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,1.3900000000000006,R,0.015951121794871827,36,150,Empirical,ANOSIM,0.1456953642384106,scenario4,Balanced,150,ANOSIM,0,different
11325,137.442,estat,327.0736542321629,36,150,Empirical,Energy_Aitch_ALL,0.09933774834437085,scenario4,Balanced,150,Energy,0,different
11325,6.5269999999999975,permDispF,0.004003436438969777,36,150,Empirical,PermDisp2,0.9602649006622517,scenario4,Balanced,150,PERMDISP2,0,different
3,4394.701,testStat,21.299241895017428,36,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,2.9979999999999976,R,0.005163461538461434,36,150,Empirical,ANOSIM,0.3443708609271523,scenario4,Balanced,250,ANOSIM,0,different
31375,407.60900000000004,estat,511.3526554912846,36,150,Empirical,Energy_Aitch_ALL,0.33774834437086093,scenario4,Balanced,250,Energy,0,different
31375,7.536000000000016,permDispF,4.338614490687858,36,150,Empirical,PermDisp2,0.013245033112582781,scenario4,Balanced,250,PERMDISP2,1,different
8,13910.87,testStat,8.248358141792515,36,150,Empirical,selProPerm,0.033112582781456956,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.306999999999988,R,0.03875641025641022,36,150,Empirical,ANOSIM,0.013245033112582781,scenario4,Balanced,50,ANOSIM,1,different
1275,16.605999999999995,estat,128.98827347337487,36,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario4,Balanced,50,Energy,1,different
1275,6.588999999999999,permDispF,0.0010570251302236958,36,150,Empirical,PermDisp2,0.9933774834437086,scenario4,Balanced,50,PERMDISP2,0,different
3,1712.661,testStat,9.13411364634323,36,150,Empirical,selProPerm,0.013245033112582781,scenario4,Balanced,50,selEnergyPerm,1,different
11325,0.8350000000000009,R,-0.025678571428571398,36,150,Empirical,ANOSIM,0.6291390728476821,scenario4,Unbalanced,150,ANOSIM,0,different
11325,84.691,estat,323.3660596404843,36,150,Empirical,Energy_Aitch_ALL,0.11258278145695365,scenario4,Unbalanced,150,Energy,0,different
11325,3.8079999999999927,permDispF,2.9258927328330415,36,150,Empirical,PermDisp2,0.2980132450331126,scenario4,Unbalanced,150,PERMDISP2,0,different
46,2908.328,testStat,53.531141456145285,36,150,Empirical,selProPerm,0.40397350993377484,scenario4,Unbalanced,150,selEnergyPerm,0,different
31375,2.051999999999996,R,0.06756292517006798,36,150,Empirical,ANOSIM,0.13245033112582782,scenario4,Unbalanced,250,ANOSIM,0,different
31375,413.285,estat,509.6227985625501,36,150,Empirical,Energy_Aitch_ALL,0.39072847682119205,scenario4,Unbalanced,250,Energy,0,different
31375,6.895000000000014,permDispF,0.10935594002316983,36,150,Empirical,PermDisp2,0.8940397350993378,scenario4,Unbalanced,250,PERMDISP2,0,different
66,14846.605,testStat,155.2876704151347,36,150,Empirical,selProPerm,0.046357615894039736,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.0819999999999936,R,0.14563180272108844,36,150,Empirical,ANOSIM,0.013245033112582781,scenario4,Unbalanced,50,ANOSIM,1,different
1275,13.472999999999999,estat,132.58159136058447,36,150,Empirical,Energy_Aitch_ALL,0.013245033112582781,scenario4,Unbalanced,50,Energy,1,different
1275,5.378999999999998,permDispF,0.6688992717184109,36,150,Empirical,PermDisp2,0.5033112582781457,scenario4,Unbalanced,50,PERMDISP2,0,different
5,1375.508,testStat,10.823629669456153,36,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,1.4190000000000005,R,0.0261899038461538,37,150,Empirical,ANOSIM,0.07947019867549669,scenario4,Balanced,150,ANOSIM,0,different
11325,138.13199999999998,estat,337.0938075465074,37,150,Empirical,Energy_Aitch_ALL,0.039735099337748346,scenario4,Balanced,150,Energy,1,different
11325,6.512999999999984,permDispF,0.06886599454278775,37,150,Empirical,PermDisp2,0.8344370860927153,scenario4,Balanced,150,PERMDISP2,0,different
15,4454.504000000001,testStat,8.812902210589128,37,150,Empirical,selProPerm,0.013245033112582781,scenario4,Balanced,150,selEnergyPerm,1,different
31375,1.2420000000000009,R,0.0356258012820513,37,150,Empirical,ANOSIM,0.006622516556291391,scenario4,Balanced,250,ANOSIM,1,different
31375,240.08900000000003,estat,572.2559902630235,37,150,Empirical,Energy_Aitch_ALL,0.006622516556291391,scenario4,Balanced,250,Energy,1,different
31375,3.967999999999993,permDispF,0.19069072888682778,37,150,Empirical,PermDisp2,0.6291390728476821,scenario4,Balanced,250,PERMDISP2,0,different
3,13621.666,testStat,20.69736831413359,37,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.3680000000000092,R,0.018573717948717924,37,150,Empirical,ANOSIM,0.12582781456953643,scenario4,Balanced,50,ANOSIM,0,different
1275,16.581999999999994,estat,116.61588365845404,37,150,Empirical,Energy_Aitch_ALL,0.09933774834437085,scenario4,Balanced,50,Energy,0,different
1275,6.483000000000004,permDispF,0.07784251836161694,37,150,Empirical,PermDisp2,0.6821192052980133,scenario4,Balanced,50,PERMDISP2,0,different
8,1727.787,testStat,5.732591595507961,37,150,Empirical,selProPerm,0.046357615894039736,scenario4,Balanced,50,selEnergyPerm,1,different
11325,1.4549999999999983,R,-0.04558503401360552,37,150,Empirical,ANOSIM,0.7880794701986755,scenario4,Unbalanced,150,ANOSIM,0,different
11325,136.829,estat,304.02228848194966,37,150,Empirical,Energy_Aitch_ALL,0.47019867549668876,scenario4,Unbalanced,150,Energy,0,different
11325,6.517999999999997,permDispF,3.8375716059986362,37,150,Empirical,PermDisp2,0.16556291390728478,scenario4,Unbalanced,150,PERMDISP2,0,different
13,4341.827,testStat,5.292684512290686,37,150,Empirical,selProPerm,0.152317880794702,scenario4,Unbalanced,150,selEnergyPerm,0,different
31375,2.125000000000007,R,0.0069659863945578104,37,150,Empirical,ANOSIM,0.4503311258278146,scenario4,Unbalanced,250,ANOSIM,0,different
31375,415.26300000000003,estat,521.5344352287227,37,150,Empirical,Energy_Aitch_ALL,0.33774834437086093,scenario4,Unbalanced,250,Energy,0,different
31375,6.759999999999991,permDispF,1.9382022747328338,37,150,Empirical,PermDisp2,0.5165562913907285,scenario4,Unbalanced,250,PERMDISP2,0,different
10,14100.993,testStat,8.613535487055133,37,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.0760000000000005,R,0.02328231292516996,37,150,Empirical,ANOSIM,0.33774834437086093,scenario4,Unbalanced,50,ANOSIM,0,different
1275,13.479,estat,126.200118829355,37,150,Empirical,Energy_Aitch_ALL,0.019867549668874173,scenario4,Unbalanced,50,Energy,1,different
1275,5.380000000000003,permDispF,0.9395257497876762,37,150,Empirical,PermDisp2,0.4105960264900662,scenario4,Unbalanced,50,PERMDISP2,0,different
6,1386.486,testStat,21.604120953656928,37,150,Empirical,selProPerm,0.013245033112582781,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,0.7930000000000028,R,0.022146634615384606,38,150,Empirical,ANOSIM,0.052980132450331126,scenario4,Balanced,150,ANOSIM,0,different
11325,79.32499999999999,estat,327.6398308304408,38,150,Empirical,Energy_Aitch_ALL,0.033112582781456956,scenario4,Balanced,150,Energy,1,different
11325,3.4780000000000015,permDispF,0.36323709602445703,38,150,Empirical,PermDisp2,0.4966887417218543,scenario4,Balanced,150,PERMDISP2,0,different
12,2366.771,testStat,9.961205982708638,38,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,3.0050000000000026,R,0.012619391025641073,38,150,Empirical,ANOSIM,0.26490066225165565,scenario4,Balanced,250,ANOSIM,0,different
31375,546.1360000000001,estat,504.24997376507577,38,150,Empirical,Energy_Aitch_ALL,0.45695364238410596,scenario4,Balanced,250,Energy,0,different
31375,8.111000000000082,permDispF,0.027067546324370258,38,150,Empirical,PermDisp2,0.8874172185430463,scenario4,Balanced,250,PERMDISP2,0,different
16,16906.393,testStat,9.186334734861598,38,150,Empirical,selProPerm,0.013245033112582781,scenario4,Balanced,250,selEnergyPerm,1,different
1275,1.3780000000000001,R,-0.0033926282051282538,38,150,Empirical,ANOSIM,0.6291390728476821,scenario4,Balanced,50,ANOSIM,0,different
1275,16.619,estat,99.18432043927822,38,150,Empirical,Energy_Aitch_ALL,0.48344370860927155,scenario4,Balanced,50,Energy,0,different
1275,6.528999999999996,permDispF,0.07875681758898384,38,150,Empirical,PermDisp2,0.7483443708609272,scenario4,Balanced,50,PERMDISP2,0,different
12,1734.2710000000002,testStat,4.863145534824318,38,150,Empirical,selProPerm,0.12582781456953643,scenario4,Balanced,50,selEnergyPerm,0,different
11325,1.4609999999999985,R,0.0635603741496599,38,150,Empirical,ANOSIM,0.17880794701986755,scenario4,Unbalanced,150,ANOSIM,0,different
11325,137.311,estat,314.96378832809,38,150,Empirical,Energy_Aitch_ALL,0.23841059602649006,scenario4,Unbalanced,150,Energy,0,different
11325,6.512999999999995,permDispF,0.18134297407326622,38,150,Empirical,PermDisp2,0.8211920529801324,scenario4,Unbalanced,150,PERMDISP2,0,different
32,4357.986,testStat,4.368744865522573,38,150,Empirical,selProPerm,0.41721854304635764,scenario4,Unbalanced,150,selEnergyPerm,0,different
31375,2.021000000000001,R,-0.06318282312925165,38,150,Empirical,ANOSIM,0.8410596026490066,scenario4,Unbalanced,250,ANOSIM,0,different
31375,399.46500000000003,estat,528.4231034124425,38,150,Empirical,Energy_Aitch_ALL,0.11258278145695365,scenario4,Unbalanced,250,Energy,0,different
31375,7.109999999999992,permDispF,8.538974944172974,38,150,Empirical,PermDisp2,0.09933774834437085,scenario4,Unbalanced,250,PERMDISP2,0,different
4,14622.499,testStat,12.704977793686387,38,150,Empirical,selProPerm,0.006622516556291391,scenario4,Unbalanced,250,selEnergyPerm,1,different
1275,1.088000000000001,R,-0.07565051020408162,38,150,Empirical,ANOSIM,0.8675496688741722,scenario4,Unbalanced,50,ANOSIM,0,different
1275,12.789000000000001,estat,95.92858675683047,38,150,Empirical,Energy_Aitch_ALL,0.5298013245033113,scenario4,Unbalanced,50,Energy,0,different
1275,4.9780000000000015,permDispF,2.9187411169182838,38,150,Empirical,PermDisp2,0.18543046357615894,scenario4,Unbalanced,50,PERMDISP2,0,different
11,1297.525,testStat,5.547090812251971,38,150,Empirical,selProPerm,0.026490066225165563,scenario4,Unbalanced,50,selEnergyPerm,1,different
11325,1.4700000000000024,R,0.03860256410256398,39,150,Empirical,ANOSIM,0.013245033112582781,scenario4,Balanced,150,ANOSIM,1,different
11325,143.964,estat,342.02316071469,39,150,Empirical,Energy_Aitch_ALL,0.026490066225165563,scenario4,Balanced,150,Energy,1,different
11325,6.402000000000001,permDispF,0.12067437007777289,39,150,Empirical,PermDisp2,0.7019867549668874,scenario4,Balanced,150,PERMDISP2,0,different
3,4309.231000000001,testStat,14.226060858608916,39,150,Empirical,selProPerm,0.006622516556291391,scenario4,Balanced,150,selEnergyPerm,1,different
31375,1.953999999999997,R,0.004647435897435905,39,150,Empirical,ANOSIM,0.3576158940397351,scenario4,Balanced,250,ANOSIM,0,different
31375,371.129,estat,522.2993336354261,39,150,Empirical,Energy_Aitch_ALL,0.19205298013245034,scenario4,Balanced,250,Energy,0,different
